0.70625,0.16479167
0.6985007,0.15919048
0.6880841,0.15788244
0.67933726,0.16633552
0.67501426,0.17037909
0.663601,0.16903406
0.65102804,0.1635161
0.6396075,0.15790111
0.62614423,0.16213019
0.61255723,0.16699544
0.6076481,0.17027777
0.5975102,0.16734608
0.5844538,0.16277376
0.5793093,0.15764698
0.5651151,0.15763183
0.5551299,0.16602814
0.5524937,0.17040159
0.6178487,0.16956037
0.6333134,0.1710934
0.6397659,0.16606161
0.6435935,0.16121885
0.6138938,0.16240998
0.6182822,0.16790201
0.6205012,0.16782787
0.61926705,0.16781609
0.60698634,0.16279685
0.59364194,0.15937261
0.5774576,0.1627913
0.5550224,0.16926622
0.5803007,0.16878556
0.56161225,0.16723675
0.5494189,0.16180953
0.5405351,0.1582477
0.52832294,0.16071768
0.516558,0.16035275
0.5061,0.16516176
0.5018312,0.16852936
0.5019595,0.17091207
0.48878646,0.16876931
0.47523978,0.16593008
0.46382007,0.15933122
0.45392308,0.16010012
0.4400043,0.16455984
0.4326898,0.16749647
0.4214848,0.16805807
0.39091077,0.16816112
0.37725797,0.164978
0.36492276,0.16091447
0.3527374,0.15836522
0.3443072,0.16528486
0.33733618,0.16834563
