starttime,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel
1294715922.56,00:1C:F0:CB:EC:89,-75,00:1C:F0:CB:EC:5B,-70,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,,,,,
1294715945.29,00:19:5B:77:A5:EE,-84,00:1C:F0:CB:EC:70,-85,00:1C:F0:CB:EC:95,-79,,,,,,,,,,,,,,,,,,
1294715968.05,00:1C:F0:CB:EC:95,-79,00:1C:F0:CB:EC:89,-73,00:0C:42:68:DE:D3,-86,,,,,,,,,,,,,,,,,,
1294715990.77,00:1C:F0:CB:EC:95,-80,00:1C:F0:CB:EC:89,-74,00:0C:42:68:DE:D3,-81,00:1C:F0:CB:EC:5B,-69,00:19:5B:77:A5:EE,-81,,,,,,,,,,,,,,
1294716033.58,00:1C:F0:CB:EC:95,-80,00:1C:F0:CB:EC:89,-73,00:1C:F0:CB:EC:5B,-70,00:15:6D:65:17:B6,-73,,,,,,,,,,,,,,,,
1294716056.32,00:1C:F0:CB:EC:95,-80,00:1C:F0:CB:EC:89,-76,00:1C:F0:CB:EC:5B,-75,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,,,
1294716079.17,00:1C:F0:CB:EC:89,-75,00:1C:F0:CB:EC:5B,-71,00:15:6D:67:1D:F3,-86,00:1C:F0:CB:EC:92,-66,00:19:5B:77:A5:EE,-83,,,,,,,,,,,,,,
1294716102.01,00:1C:F0:CB:EC:89,-74,00:1C:F0:CB:EC:5B,-76,00:1C:F0:CB:EC:92,-57,00:19:5B:77:A5:EE,-82,00:15:6D:65:17:B6,-74,00:0C:42:68:DE:D3,-84,,,,,,,,,,,,
1294716124.86,00:1C:F0:CB:EC:5B,-73,00:1C:F0:CB:EC:92,-53,00:19:5B:77:A5:EE,-83,,,,,,,,,,,,,,,,,,
1294716147.71,00:1C:F0:CB:EC:92,-60,00:19:5B:77:A5:EE,-81,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:95,-80,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:70,-86,,,,,,,,,,,,
1294716170.55,00:1C:F0:CB:EC:92,-53,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:95,-82,00:1C:F0:CB:EC:70,-86,00:1C:F0:CB:EC:5B,-75,,,,,,,,,,,,,,
1294716213.47,00:1C:F0:CB:EC:92,-62,00:1C:F0:CB:EC:5B,-77,00:19:5B:77:A5:EE,-83,00:15:6D:65:17:B6,-72,,,,,,,,,,,,,,,,
1294716236.32,00:1C:F0:CB:EC:92,-54,00:1C:F0:CB:EC:5B,-75,00:19:5B:77:A5:EE,-83,00:15:6D:65:17:B6,-71,00:1C:F0:CB:EC:95,-80,,,,,,,,,,,,,,
1294716259.16,00:1C:F0:CB:EC:92,-75,00:1C:F0:CB:EC:5B,-70,00:19:5B:77:A5:EE,-82,00:15:6D:65:17:B6,-72,00:1C:F0:CB:EC:95,-82,00:0C:42:68:DE:D3,-84,,,,,,,,,,,,
1294716282.02,00:1C:F0:CB:EC:92,-57,00:19:5B:77:A5:EE,-85,00:1C:F0:CB:EC:95,-82,00:0C:42:68:DE:D3,-85,,,,,,,,,,,,,,,,
1294716304.86,00:1C:F0:CB:EC:92,-59,00:1C:F0:CB:EC:95,-79,00:0C:42:68:DE:D3,-83,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:5B,-70,,,,,,,,,,,,,,
1294716327.7,00:1C:F0:CB:EC:92,-61,00:0C:42:68:DE:D3,-83,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:5B,-73,,,,,,,,,,,,,,,,
1294716350.54,00:1C:F0:CB:EC:92,-66,00:0C:42:68:DE:D3,-84,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:95,-79,,,,,,,,,,,,,,,,
1294716393.48,00:1C:F0:CB:EC:92,-53,00:1C:F0:CB:EC:95,-81,00:1C:F0:CB:EC:5B,-69,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,
1294716416.33,00:1C:F0:CB:EC:95,-78,00:0C:42:68:DE:D3,-83,00:15:6D:65:17:B6,-71,,,,,,,,,,,,,,,,,,
1294716439.06,00:1C:F0:CB:EC:95,-81,00:0C:42:68:DE:D3,-80,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:89,-73,00:1C:F0:CB:EC:5B,-74,00:19:5B:77:A5:EE,-88,,,,,,,,,,,,
1294716461.91,00:1C:F0:CB:EC:95,-81,00:15:6D:65:17:B6,-69,00:1C:F0:CB:EC:89,-72,00:1C:F0:CB:EC:5B,-73,00:19:5B:77:A5:EE,-83,,,,,,,,,,,,,,
1294716484.76,00:1C:F0:CB:EC:89,-74,00:19:5B:77:A5:EE,-84,00:0C:42:68:DE:D3,-84,,,,,,,,,,,,,,,,,,
1294716507.52,00:1C:F0:CB:EC:89,-74,00:19:5B:77:A5:EE,-82,00:1C:F0:CB:EC:5B,-70,00:1C:F0:CB:EC:95,-78,00:15:6D:67:1D:F3,-87,,,,,,,,,,,,,,
1294716530.26,00:1C:F0:CB:EC:89,-74,00:19:5B:77:A5:EE,-83,00:1C:F0:CB:EC:5B,-70,00:1C:F0:CB:EC:95,-79,00:15:6D:65:17:B6,-72,00:1C:F0:CB:EC:70,-84,,,,,,,,,,,,
1294716573.08,00:1C:F0:CB:EC:89,-75,00:19:5B:77:A5:EE,-83,00:1C:F0:CB:EC:5B,-69,00:1C:F0:CB:EC:95,-80,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,
1294716595.92,00:1C:F0:CB:EC:89,-75,00:19:5B:77:A5:EE,-83,00:1C:F0:CB:EC:5B,-69,00:0C:42:68:DE:D3,-84,00:15:6D:65:17:B6,-72,,,,,,,,,,,,,,
1294716618.75,00:1C:F0:CB:EC:89,-74,00:19:5B:77:A5:EE,-83,00:1C:F0:CB:EC:5B,-75,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:95,-79,00:15:6D:65:17:B6,-72,,,,,,,,,,,,
1294716641.51,00:1C:F0:CB:EC:89,-71,00:1C:F0:CB:EC:5B,-68,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:95,-79,00:15:6D:65:17:B6,-72,,,,,,,,,,,,,,
1294716664.35,00:1C:F0:CB:EC:89,-74,00:1C:F0:CB:EC:5B,-68,00:0C:42:68:DE:D3,-81,00:1C:F0:CB:EC:95,-78,,,,,,,,,,,,,,,,
1294716687.1,00:1C:F0:CB:EC:89,-76,00:1C:F0:CB:EC:5B,-72,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:95,-78,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,
1294716709.95,00:1C:F0:CB:EC:89,-74,00:1C:F0:CB:EC:95,-81,00:19:5B:77:A5:EE,-82,00:15:6D:65:17:B6,-73,,,,,,,,,,,,,,,,
1294716752.85,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:89,-73,00:0C:42:68:DE:D3,-85,,,,,,,,,,,,,,,,,,
1294716775.7,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,,,,,,,
1294716798.52,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:92,-76,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:89,-71,00:1C:F0:CB:EC:5B,-75,00:19:5B:77:A5:EE,-83,,,,,,,,,,,,
1294716821.37,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:92,-76,00:1C:F0:CB:EC:89,-73,00:1C:F0:CB:EC:5B,-75,00:19:5B:77:A5:EE,-83,,,,,,,,,,,,,,
1294716844.22,00:1C:F0:CB:EC:92,-55,00:1C:F0:CB:EC:89,-74,00:1C:F0:CB:EC:5B,-68,00:19:5B:77:A5:EE,-82,00:15:6D:65:17:B6,-72,,,,,,,,,,,,,,
1294716867.06,00:1C:F0:CB:EC:92,-54,00:1C:F0:CB:EC:89,-77,00:1C:F0:CB:EC:5B,-79,00:19:5B:77:A5:EE,-82,00:15:6D:65:17:B6,-70,00:1C:F0:CB:EC:95,-80,00:1C:F0:CB:E9:25,-88,00:1C:F0:CB:EC:70,-85,,,,,,,,
1294716889.9,00:1C:F0:CB:EC:92,-61,00:1C:F0:CB:EC:89,-74,00:1C:F0:CB:EC:5B,-67,00:19:5B:77:A5:EE,-82,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:95,-84,,,,,,,,,,,,
1294716932.81,00:1C:F0:CB:EC:89,-75,00:1C:F0:CB:EC:5B,-76,00:19:5B:77:A5:EE,-82,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:95,-81,00:1C:F0:CB:EC:92,-53,00:1C:F0:CB:EC:70,-86,,,,,,,,,,
1294716955.67,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:95,-80,00:1C:F0:CB:EC:92,-54,,,,,,,,,,,,,,,,,,
1294716978.4,00:1C:F0:CB:EC:95,-81,00:1C:F0:CB:EC:92,-54,00:15:6D:67:1D:F3,-85,00:1C:F0:CB:EC:5B,-67,00:1C:F0:CB:EC:89,-74,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:70,-85,00:15:6D:65:17:B6,-73,,,,,,,,
1294717001.24,00:1C:F0:CB:EC:92,-61,00:1C:F0:CB:EC:5B,-70,00:1C:F0:CB:EC:89,-78,00:0C:42:68:DE:D3,-84,00:15:6D:65:17:B6,-75,,,,,,,,,,,,,,
1294717024.08,00:1C:F0:CB:EC:92,-54,00:1C:F0:CB:EC:5B,-67,00:1C:F0:CB:EC:89,-75,00:0C:42:68:DE:D3,-82,00:15:6D:65:17:B6,-72,,,,,,,,,,,,,,
1294717046.91,00:1C:F0:CB:EC:92,-54,00:0C:42:68:DE:D3,-83,00:15:6D:65:17:B6,-73,,,,,,,,,,,,,,,,,,
1294717069.74,00:1C:F0:CB:EC:92,-54,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:89,-78,00:1C:F0:CB:EC:5B,-81,,,,,,,,,,,,,,,,
1294717112.67,00:1C:F0:CB:EC:92,-55,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:89,-75,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,,,
1294717135.51,00:1C:F0:CB:EC:89,-76,00:0C:42:68:DE:D3,-81,,,,,,,,,,,,,,,,,,,,
1294717158.36,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:95,-79,,,,,,,,,,,,,,,,,,,,
1294717181.1,00:1C:F0:CB:EC:95,-81,00:1C:F0:CB:EC:89,-76,00:1C:F0:CB:EC:5B,-74,00:19:5B:77:A5:EE,-81,,,,,,,,,,,,,,,,
1294717203.84,00:1C:F0:CB:EC:95,-78,00:1C:F0:CB:EC:89,-80,00:1C:F0:CB:EC:5B,-76,00:19:5B:77:A5:EE,-82,00:1C:F0:CB:EC:92,-63,,,,,,,,,,,,,,
1294717226.57,00:1C:F0:CB:EC:89,-77,,,,,,,,,,,,,,,,,,,,,,
1294717249.31,00:1C:F0:CB:EC:5B,-72,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,,,,,
1294717292.11,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:92,-69,00:1C:F0:CB:EC:89,-81,00:1C:F0:CB:EC:5B,-68,,,,,,,,,,,,,,,,
1294717314.86,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:92,-66,00:15:6D:65:17:B6,-76,,,,,,,,,,,,,,,,,,
1294717337.7,00:1C:F0:CB:EC:92,-53,00:1C:F0:CB:EC:89,-78,00:15:6D:65:17:B6,-72,00:1C:F0:CB:EC:5B,-78,,,,,,,,,,,,,,,,
1294717360.55,00:1C:F0:CB:EC:92,-63,00:15:6D:65:17:B6,-69,00:1C:F0:CB:EC:5B,-81,,,,,,,,,,,,,,,,,,
1294717383.29,00:1C:F0:CB:EC:92,-62,00:1C:F0:CB:EC:5B,-70,00:1C:F0:CB:EC:70,-86,00:0C:42:68:DE:D3,-85,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,
1294717406.04,00:1C:F0:CB:EC:92,-62,00:1C:F0:CB:EC:5B,-78,00:0C:42:68:DE:D3,-84,00:19:5B:77:A5:EE,-82,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:89,-75,,,,,,,,,,,,
1294717428.89,00:19:5B:77:A5:EE,-84,00:1C:F0:CB:EC:89,-78,,,,,,,,,,,,,,,,,,,,
1294717451.74,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,,,,,,,
1294717474.48,00:1C:F0:CB:EC:5B,-66,00:1C:F0:CB:EC:89,-79,00:1C:F0:CB:EC:95,-81,,,,,,,,,,,,,,,,,,
1294717497.31,00:1C:F0:CB:EC:5B,-67,00:1C:F0:CB:EC:89,-75,00:1C:F0:CB:EC:92,-68,,,,,,,,,,,,,,,,,,
1294717520.16,00:1C:F0:CB:EC:92,-55,00:1C:F0:CB:EC:95,-81,00:19:5B:77:A5:EE,-80,00:1C:F0:CB:EC:5B,-67,00:1C:F0:CB:EC:89,-74,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,
1294717542.89,00:1C:F0:CB:EC:95,-79,00:19:5B:77:A5:EE,-80,00:1C:F0:CB:EC:5B,-81,00:1C:F0:CB:EC:89,-78,,,,,,,,,,,,,,,,
1294717565.74,00:1C:F0:CB:EC:95,-78,00:19:5B:77:A5:EE,-82,00:1C:F0:CB:EC:5B,-76,00:1C:F0:CB:EC:89,-81,00:1C:F0:CB:EC:92,-68,,,,,,,,,,,,,,
1294717588.58,00:1C:F0:CB:EC:95,-80,00:1C:F0:CB:EC:92,-62,,,,,,,,,,,,,,,,,,,,
1294717611.42,00:1C:F0:CB:EC:95,-81,00:1C:F0:CB:EC:92,-54,00:1C:F0:CB:EC:70,-86,00:1C:F0:CB:EC:89,-74,,,,,,,,,,,,,,,,
1294717654.22,00:1C:F0:CB:EC:95,-81,00:1C:F0:CB:EC:92,-55,00:1C:F0:CB:EC:89,-83,00:1C:F0:CB:EC:5B,-70,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,
1294717677.07,00:1C:F0:CB:EC:95,-81,00:1C:F0:CB:EC:92,-54,00:1C:F0:CB:EC:89,-85,00:1C:F0:CB:EC:5B,-72,00:19:5B:77:A5:EE,-78,00:1C:F0:CB:EC:70,-84,00:15:6D:67:1D:F3,-86,00:0C:42:68:DE:D3,-82,,,,,,,,
1294717699.91,00:1C:F0:CB:EC:95,-80,00:1C:F0:CB:EC:92,-63,00:1C:F0:CB:EC:89,-79,00:19:5B:77:A5:EE,-81,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,,,
1294717722.77,00:1C:F0:CB:EC:92,-57,00:1C:F0:CB:EC:89,-81,00:19:5B:77:A5:EE,-84,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,
1294717745.62,00:1C:F0:CB:EC:92,-55,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:5B,-69,00:1C:F0:CB:EC:95,-80,,,,,,,,,,,,,,,,
1294717768.37,00:1C:F0:CB:EC:92,-70,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:5B,-76,00:1C:F0:CB:EC:95,-79,00:1C:F0:CB:EC:89,-78,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,
1294717791.21,00:1C:F0:CB:EC:92,-55,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:95,-80,00:1C:F0:CB:EC:89,-78,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,
1294717834.1,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:95,-81,00:1C:F0:CB:EC:5B,-76,00:15:6D:65:17:B6,-73,,,,,,,,,,,,,,,,
1294717856.95,00:1C:F0:CB:EC:95,-82,,,,,,,,,,,,,,,,,,,,,,
1294717879.68,00:1C:F0:CB:EC:95,-82,00:1C:F0:CB:EC:92,-78,00:15:6D:65:17:B6,-72,00:15:6D:67:1D:F3,-87,00:1C:F0:CB:EC:89,-85,00:1C:F0:CB:EC:5B,-71,00:19:5B:77:A5:EE,-82,,,,,,,,,,
1294717902.43,00:1C:F0:CB:EC:95,-81,00:1C:F0:CB:EC:92,-61,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:89,-81,00:19:5B:77:A5:EE,-81,,,,,,,,,,,,,,
1294717925.28,00:1C:F0:CB:EC:95,-81,00:1C:F0:CB:EC:92,-55,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:5B,-81,,,,,,,,,,,,,,,,
1294717948.13,00:1C:F0:CB:EC:95,-81,00:1C:F0:CB:EC:92,-62,00:1C:F0:CB:EC:5B,-68,00:1C:F0:CB:EC:89,-82,,,,,,,,,,,,,,,,
1294717970.97,00:1C:F0:CB:EC:92,-68,00:1C:F0:CB:EC:5B,-72,00:15:6D:65:17:B6,-73,,,,,,,,,,,,,,,,,,
1294718013.88,00:19:5B:77:A5:EE,-82,00:1C:F0:CB:EC:92,-54,00:15:6D:65:17:B6,-72,00:1C:F0:CB:EC:5B,-72,,,,,,,,,,,,,,,,
1294718036.72,00:1C:F0:CB:EC:92,-58,00:15:6D:65:17:B6,-72,00:15:6D:67:1D:F3,-87,,,,,,,,,,,,,,,,,,
1294718059.48,00:1C:F0:CB:EC:92,-58,00:15:6D:65:17:B6,-75,00:19:5B:77:A5:EE,-84,00:1C:F0:CB:EC:89,-77,00:1C:F0:CB:EC:5B,-77,00:0C:42:68:DE:D3,-85,,,,,,,,,,,,
1294718082.32,00:1C:F0:CB:EC:92,-57,00:19:5B:77:A5:EE,-83,00:1C:F0:CB:EC:5B,-77,,,,,,,,,,,,,,,,,,
1294718105.17,00:19:5B:77:A5:EE,-82,00:1C:F0:CB:EC:5B,-68,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:89,-82,,,,,,,,,,,,,,,,
1294718127.91,00:19:5B:77:A5:EE,-83,00:1C:F0:CB:EC:5B,-73,00:1C:F0:CB:EC:95,-82,00:0C:42:68:DE:D3,-84,,,,,,,,,,,,,,,,
1294718150.76,00:19:5B:77:A5:EE,-82,00:1C:F0:CB:EC:95,-85,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:89,-77,,,,,,,,,,,,,,,,
1294718193.67,00:1C:F0:CB:EC:5B,-72,,,,,,,,,,,,,,,,,,,,,,
1294718216.52,00:1C:F0:CB:EC:5B,-76,00:0C:42:68:DE:D3,-85,00:19:5B:77:A5:EE,-80,,,,,,,,,,,,,,,,,,
1294718239.35,00:0C:42:68:DE:D3,-85,00:19:5B:77:A5:EE,-82,00:15:6D:65:17:B6,-83,00:1C:F0:CB:EC:5B,-71,00:1C:F0:CB:EC:95,-82,,,,,,,,,,,,,,
1294718262.18,00:0C:42:68:DE:D3,-84,00:19:5B:77:A5:EE,-82,00:1C:F0:CB:EC:5B,-69,00:1C:F0:CB:EC:89,-85,,,,,,,,,,,,,,,,
1294718284.92,00:19:5B:77:A5:EE,-85,00:1C:F0:CB:EC:5B,-70,00:1C:F0:CB:EC:70,-84,00:1C:F0:CB:EC:95,-82,,,,,,,,,,,,,,,,
1294718307.67,00:19:5B:77:A5:EE,-84,00:1C:F0:CB:EC:95,-81,00:15:6D:65:17:B6,-75,,,,,,,,,,,,,,,,,,
1294718330.41,00:19:5B:77:A5:EE,-81,00:1C:F0:CB:EC:95,-81,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:5B,-74,,,,,,,,,,,,,,,,
1294718373.33,00:1C:F0:CB:EC:95,-81,00:0C:42:68:DE:D3,-84,,,,,,,,,,,,,,,,,,,,
1294718396.07,00:1C:F0:CB:EC:5B,-78,,,,,,,,,,,,,,,,,,,,,,
1294718418.91,00:1C:F0:CB:EC:92,-60,00:1C:F0:CB:EC:95,-82,00:19:5B:77:A5:EE,-83,00:0C:42:68:DE:D3,-84,,,,,,,,,,,,,,,,
1294718441.65,00:1C:F0:CB:EC:95,-83,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,,,,,,,
1294718464.39,00:1C:F0:CB:EC:95,-85,00:19:5B:77:A5:EE,-83,00:15:6D:67:1D:F3,-87,00:1C:F0:CB:EC:89,-79,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,,,
1294718487.24,00:1C:F0:CB:EC:95,-81,00:1C:F0:CB:EC:5B,-75,,,,,,,,,,,,,,,,,,,,
1294718510.09,00:1C:F0:CB:EC:89,-79,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,,,,,,,,,
1294718552.9,00:1C:F0:CB:EC:5B,-74,00:1C:F0:CB:EC:89,-79,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,,,,,
1294718575.64,00:1C:F0:CB:EC:92,-62,00:1C:F0:CB:EC:95,-79,,,,,,,,,,,,,,,,,,,,
1294718598.37,00:1C:F0:CB:EC:92,-62,00:1C:F0:CB:EC:95,-79,00:1C:F0:CB:EC:89,-78,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,
1294718621.22,00:1C:F0:CB:EC:92,-69,00:1C:F0:CB:EC:95,-79,00:1C:F0:CB:EC:89,-84,00:15:6D:65:17:B6,-75,00:19:5B:77:A5:EE,-83,,,,,,,,,,,,,,
1294718644.07,00:1C:F0:CB:EC:92,-61,00:1C:F0:CB:EC:89,-84,00:19:5B:77:A5:EE,-81,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,
1294718666.91,00:1C:F0:CB:EC:92,-58,00:19:5B:77:A5:EE,-80,00:15:6D:65:17:B6,-73,,,,,,,,,,,,,,,,,,
1294718689.67,00:1C:F0:CB:EC:92,-63,00:15:6D:65:17:B6,-74,00:1C:F0:CB:EC:89,-75,00:1C:F0:CB:EC:95,-79,00:0C:42:68:DE:D3,-84,,,,,,,,,,,,,,
1294718732.59,00:0C:42:68:DE:D3,-82,00:19:5B:77:A5:EE,-81,00:15:6D:65:17:B6,-72,00:1C:F0:CB:EC:95,-81,,,,,,,,,,,,,,,,
1294718755.43,00:19:5B:77:A5:EE,-83,00:15:6D:65:17:B6,-72,00:15:6D:67:1D:F3,-86,00:1C:F0:CB:EC:5B,-75,,,,,,,,,,,,,,,,
1294718778.28,00:19:5B:77:A5:EE,-82,00:1C:F0:CB:EC:5B,-72,00:15:6D:65:17:B6,-72,00:1C:F0:CB:EC:70,-85,00:1C:F0:CB:EC:89,-81,00:0C:42:68:DE:D3,-87,,,,,,,,,,,,
1294718801.14,00:19:5B:77:A5:EE,-83,00:1C:F0:CB:EC:5B,-69,00:1C:F0:CB:EC:70,-85,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,
1294718823.89,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:89,-73,00:1C:F0:CB:EC:95,-79,,,,,,,,,,,,,,,,,,
1294718846.63,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:95,-79,00:15:6D:67:1D:F3,-87,00:1C:F0:CB:EC:5B,-66,00:19:5B:77:A5:EE,-83,,,,,,,,,,,,,,
1294718869.38,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:5B,-82,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,,,,,
1294718912.2,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:95,-81,,,,,,,,,,,,,,,,,,,,
1294718935.04,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:95,-81,00:1C:F0:CB:EC:89,-82,00:19:5B:77:A5:EE,-81,,,,,,,,,,,,,,,,
1294718957.79,00:1C:F0:CB:EC:89,-82,00:19:5B:77:A5:EE,-81,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:5B,-63,00:0C:42:68:DE:D3,-81,,,,,,,,,,,,,,
1294718980.53,00:1C:F0:CB:EC:89,-79,00:1C:F0:CB:EC:5B,-73,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:95,-80,,,,,,,,,,,,,,,,
1294719003.26,00:1C:F0:CB:EC:5B,-69,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:95,-80,,,,,,,,,,,,,,,,,,
1294719026.1,00:1C:F0:CB:EC:5B,-64,00:15:6D:67:1D:F3,-85,00:1C:F0:CB:EC:89,-79,,,,,,,,,,,,,,,,,,
1294719048.95,00:19:5B:77:A5:EE,-81,00:0C:42:68:DE:D3,-80,,,,,,,,,,,,,,,,,,,,
1294719071.69,00:19:5B:77:A5:EE,-82,00:1C:F0:CB:EC:70,-84,00:1C:F0:CB:EC:89,-82,,,,,,,,,,,,,,,,,,
1294719094.54,00:15:6D:65:17:B6,-75,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,,,,,
1294719117.28,00:1C:F0:CB:EC:92,-56,00:1C:F0:CB:EC:5B,-69,00:1C:F0:CB:EC:95,-78,,,,,,,,,,,,,,,,,,
1294719140.03,00:1C:F0:CB:EC:5B,-66,00:1C:F0:CB:EC:95,-80,00:1C:F0:CB:EC:89,-81,00:19:5B:77:A5:EE,-83,00:15:6D:65:17:B6,-73,,,,,,,,,,,,,,
1294719162.87,00:1C:F0:CB:EC:5B,-63,00:1C:F0:CB:EC:95,-79,00:1C:F0:CB:EC:89,-82,00:19:5B:77:A5:EE,-82,00:15:6D:65:17:B6,-73,,,,,,,,,,,,,,
1294719185.71,00:1C:F0:CB:EC:5B,-75,00:1C:F0:CB:EC:95,-80,00:1C:F0:CB:EC:89,-82,00:19:5B:77:A5:EE,-81,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,
1294719208.55,00:1C:F0:CB:EC:89,-80,00:19:5B:77:A5:EE,-77,00:0C:42:68:DE:D3,-82,00:15:6D:65:17:B6,-75,,,,,,,,,,,,,,,,
1294719231.4,00:1C:F0:CB:EC:89,-80,00:19:5B:77:A5:EE,-82,00:0C:42:68:DE:D3,-85,00:15:6D:65:17:B6,-72,00:1C:F0:CB:EC:5B,-74,,,,,,,,,,,,,,
1294719274.22,00:1C:F0:CB:EC:5B,-66,00:1C:F0:CB:EC:95,-80,00:15:6D:65:17:B6,-72,00:1C:F0:CB:EC:89,-82,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,
1294719297.08,00:1C:F0:CB:EC:5B,-69,00:15:6D:65:17:B6,-73,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:92,-71,00:15:6D:67:1D:F3,-85,,,,,,,,,,,,,,
1294719319.92,00:15:6D:65:17:B6,-73,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:92,-55,00:1C:F0:CB:EC:89,-82,00:1C:F0:CB:EC:95,-81,00:15:6D:67:1D:F3,-87,00:19:5B:77:A5:EE,-83,,,,,,,,,,
1294719342.78,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:92,-69,00:19:5B:77:A5:EE,-81,,,,,,,,,,,,,,,,,,
1294719365.53,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:95,-79,,,,,,,,,,,,,,,,,,,,
1294719388.38,00:1C:F0:CB:EC:89,-81,,,,,,,,,,,,,,,,,,,,,,
1294719411.22,00:1C:F0:CB:EC:92,-58,00:15:6D:65:17:B6,-76,00:1C:F0:CB:EC:5B,-75,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,
1294719454.13,00:1C:F0:CB:EC:92,-69,00:1C:F0:CB:EC:5B,-72,00:1C:F0:CB:EC:89,-75,00:19:5B:77:A5:EE,-81,,,,,,,,,,,,,,,,
1294719476.97,00:1C:F0:CB:EC:89,-80,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,,,,,
