starttime,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel
1294415875.31,00:1C:F0:CB:EC:5B,-64,00:1C:F0:CB:EC:89,-70,00:1C:F0:CB:EC:95,-79,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:92,-52,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,
1294415898.26,00:1C:F0:CB:EC:95,-78,00:0C:42:68:DE:D3,-81,00:1C:F0:CB:EC:92,-55,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,,,
1294415921.09,00:1C:F0:CB:EC:95,-81,00:19:5B:77:A5:EE,-80,00:15:6D:65:17:B6,-76,00:1C:F0:CB:EC:89,-70,,,,,,,,,,,,,,,,
1294415943.93,00:1C:F0:CB:EC:95,-79,00:19:5B:77:A5:EE,-83,00:15:6D:65:17:B6,-76,00:1C:F0:CB:EC:89,-70,00:1C:F0:CB:EC:92,-66,00:0C:42:68:DE:D3,-81,,,,,,,,,,,,
1294415966.87,00:1C:F0:CB:EC:95,-80,00:1C:F0:CB:EC:89,-81,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,,,,,,,
1294415989.72,00:1C:F0:CB:EC:95,-83,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,,,,,
1294416032.63,00:1C:F0:CB:EC:89,-70,00:19:5B:77:A5:EE,-81,00:1C:F0:CB:EC:92,-52,00:1C:F0:CB:EC:95,-78,,,,,,,,,,,,,,,,
1294416055.57,00:1C:F0:CB:EC:89,-74,00:19:5B:77:A5:EE,-82,00:1C:F0:CB:EC:92,-64,00:1C:F0:CB:EC:95,-79,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,,,
1294416078.51,00:19:5B:77:A5:EE,-79,00:1C:F0:CB:EC:95,-78,00:0C:42:68:DE:D3,-83,00:15:6D:65:17:B6,-76,00:1C:F0:CB:EC:92,-52,,,,,,,,,,,,,,
1294416101.45,00:1C:F0:CB:EC:95,-78,00:0C:42:68:DE:D3,-81,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:92,-64,00:1C:F0:CB:EC:5B,-64,,,,,,,,,,,,,,
1294416124.4,00:1C:F0:CB:EC:95,-79,00:1C:F0:CB:EC:5B,-75,,,,,,,,,,,,,,,,,,,,
1294416147.24,00:1C:F0:CB:EC:95,-80,00:1C:F0:CB:EC:5B,-67,00:1C:F0:CB:EC:89,-71,00:15:6D:65:17:B6,-75,,,,,,,,,,,,,,,,
1294416170.08,00:1C:F0:CB:EC:89,-72,00:1C:F0:CB:EC:70,-86,00:0C:42:68:DE:D3,-86,,,,,,,,,,,,,,,,,,
1294416213.1,00:1C:F0:CB:EC:89,-71,00:1C:F0:CB:EC:5B,-65,00:1C:F0:CB:EC:95,-79,00:19:5B:77:A5:EE,-84,,,,,,,,,,,,,,,,
1294416236.05,00:1C:F0:CB:EC:89,-75,00:1C:F0:CB:EC:5B,-67,00:1C:F0:CB:EC:95,-77,00:15:6D:65:17:B6,-75,,,,,,,,,,,,,,,,
1294416258.98,00:1C:F0:CB:EC:5B,-63,00:19:5B:77:A5:EE,-81,00:0C:42:68:DE:D3,-84,00:15:6D:65:17:B6,-74,00:1C:F0:CB:EC:92,-61,00:1C:F0:CB:EC:95,-81,,,,,,,,,,,,
1294416281.95,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:92,-61,,,,,,,,,,,,,,,,,,,,
1294416304.89,00:1C:F0:CB:EC:92,-53,00:1C:F0:CB:EC:95,-79,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,,,,,,,
1294416327.72,00:1C:F0:CB:EC:89,-70,00:19:5B:77:A5:EE,-81,,,,,,,,,,,,,,,,,,,,
1294416350.56,00:1C:F0:CB:EC:92,-61,00:15:6D:65:17:B6,-75,,,,,,,,,,,,,,,,,,,,
1294416393.59,00:1C:F0:CB:EC:95,-80,,,,,,,,,,,,,,,,,,,,,,
1294416416.44,00:1C:F0:CB:EC:92,-61,00:1C:F0:CB:EC:5B,-73,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,,,
1294416439.28,00:1C:F0:CB:EC:92,-65,00:1C:F0:CB:EC:5B,-68,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,,,
1294416462.13,00:1C:F0:CB:EC:89,-71,,,,,,,,,,,,,,,,,,,,,,
1294416484.97,00:1C:F0:CB:EC:89,-82,00:15:6D:65:17:B6,-74,00:1C:F0:CB:EC:95,-79,,,,,,,,,,,,,,,,,,
1294416507.92,00:1C:F0:CB:EC:89,-75,00:15:6D:65:17:B6,-77,00:19:5B:77:A5:EE,-83,00:0C:42:68:DE:D3,-81,,,,,,,,,,,,,,,,
1294416530.76,00:1C:F0:CB:EC:89,-71,00:15:6D:65:17:B6,-75,00:19:5B:77:A5:EE,-81,00:0C:42:68:DE:D3,-81,00:1C:F0:CB:EC:95,-79,,,,,,,,,,,,,,
1294416573.67,00:1C:F0:CB:EC:89,-70,00:15:6D:65:17:B6,-74,00:1C:F0:CB:EC:95,-81,00:1C:F0:CB:EC:92,-61,00:0C:42:68:DE:D3,-84,,,,,,,,,,,,,,
1294416596.62,00:0C:42:68:DE:D3,-81,,,,,,,,,,,,,,,,,,,,,,
1294416619.45,00:1C:F0:CB:EC:92,-66,00:1C:F0:CB:EC:89,-72,00:1C:F0:CB:EC:95,-79,00:15:6D:65:17:B6,-75,,,,,,,,,,,,,,,,
1294416642.39,00:1C:F0:CB:EC:95,-80,00:15:6D:65:17:B6,-75,,,,,,,,,,,,,,,,,,,,
1294416665.24,00:1C:F0:CB:EC:95,-79,00:1C:F0:CB:EC:92,-61,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,,,
1294416688.19,00:1C:F0:CB:EC:89,-73,00:15:6D:65:17:B6,-75,,,,,,,,,,,,,,,,,,,,
1294416711.03,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:95,-78,00:19:5B:77:A5:EE,-85,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,,,,,
1294416754.07,00:1C:F0:CB:EC:92,-53,00:1C:F0:CB:EC:89,-69,00:1C:F0:CB:EC:95,-79,,,,,,,,,,,,,,,,,,
1294416777.01,00:15:6D:65:17:B6,-76,00:0C:42:68:DE:D3,-81,,,,,,,,,,,,,,,,,,,,
1294416799.85,00:15:6D:65:17:B6,-76,00:0C:42:68:DE:D3,-85,00:1C:F0:CB:EC:5B,-69,00:1C:F0:CB:EC:95,-79,00:19:5B:77:A5:EE,-82,00:1C:F0:CB:EC:92,-66,,,,,,,,,,,,
1294416822.69,00:15:6D:65:17:B6,-78,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:5B,-63,00:1C:F0:CB:EC:92,-67,,,,,,,,,,,,,,,,
1294416845.52,00:15:6D:65:17:B6,-79,00:1C:F0:CB:EC:5B,-69,00:1C:F0:CB:EC:92,-68,00:1C:F0:CB:EC:95,-78,00:19:5B:77:A5:EE,-83,,,,,,,,,,,,,,
1294416868.47,00:1C:F0:CB:EC:70,-85,00:0C:42:68:DE:D3,-80,,,,,,,,,,,,,,,,,,,,
1294416891.3,,,,,,,,,,,,,,,,,,,,,,,,
1294416934.21,00:1C:F0:CB:EC:92,-65,00:1C:F0:CB:EC:5B,-77,00:1C:F0:CB:EC:95,-79,00:1C:F0:CB:EC:89,-69,00:0C:42:68:DE:D3,-84,,,,,,,,,,,,,,
1294416957.07,00:1C:F0:CB:EC:5B,-69,00:1C:F0:CB:EC:89,-64,,,,,,,,,,,,,,,,,,,,
1294416979.92,00:1C:F0:CB:EC:89,-66,00:1C:F0:CB:E9:25,-85,00:1C:F0:CB:EC:5B,-69,00:1C:F0:CB:EC:95,-78,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,
1294417002.86,00:1C:F0:CB:EC:89,-68,00:1C:F0:CB:EC:5B,-69,00:15:6D:65:17:B6,-77,00:19:5B:77:A5:EE,-84,,,,,,,,,,,,,,,,
1294417025.7,00:1C:F0:CB:EC:89,-70,00:15:6D:65:17:B6,-79,00:19:5B:77:A5:EE,-82,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,,,,,
1294417048.54,00:15:6D:65:17:B6,-76,00:19:5B:77:A5:EE,-81,00:1C:F0:CB:EC:95,-80,,,,,,,,,,,,,,,,,,
1294417071.39,00:1C:F0:CB:EC:95,-81,,,,,,,,,,,,,,,,,,,,,,
1294417114.22,00:1C:F0:CB:EC:5B,-63,,,,,,,,,,,,,,,,,,,,,,
1294417137.15,00:1C:F0:CB:EC:95,-81,00:0C:42:68:DE:D3,-84,00:19:5B:77:A5:EE,-85,,,,,,,,,,,,,,,,,,
1294417159.99,00:1C:F0:CB:EC:95,-81,00:0C:42:68:DE:D3,-84,00:19:5B:77:A5:EE,-82,00:15:6D:65:17:B6,-79,00:1C:F0:CB:EC:89,-78,00:1C:F0:CB:EC:92,-67,,,,,,,,,,,,
1294417182.84,00:1C:F0:CB:EC:95,-80,00:0C:42:68:DE:D3,-85,00:19:5B:77:A5:EE,-84,00:15:6D:65:17:B6,-77,00:1C:F0:CB:EC:89,-72,,,,,,,,,,,,,,
1294417205.68,00:1C:F0:CB:EC:95,-80,00:1C:F0:CB:EC:89,-73,00:1C:F0:CB:EC:92,-63,,,,,,,,,,,,,,,,,,
1294417228.62,00:1C:F0:CB:EC:95,-81,00:1C:F0:CB:EC:89,-68,00:1C:F0:CB:EC:92,-63,00:15:6D:65:17:B6,-78,00:19:5B:77:A5:EE,-83,,,,,,,,,,,,,,
1294417251.48,00:1C:F0:CB:EC:95,-79,00:1C:F0:CB:EC:89,-72,00:1C:F0:CB:EC:92,-64,00:15:6D:65:17:B6,-77,,,,,,,,,,,,,,,,
1294417294.5,00:15:6D:65:17:B6,-78,,,,,,,,,,,,,,,,,,,,,,
1294417317.35,00:1C:F0:CB:EC:92,-66,00:1C:F0:CB:EC:89,-74,00:1C:F0:CB:EC:95,-83,,,,,,,,,,,,,,,,,,
1294417340.28,00:1C:F0:CB:EC:89,-71,00:1C:F0:CB:EC:95,-82,00:19:5B:77:A5:EE,-82,00:1C:F0:CB:EC:92,-66,,,,,,,,,,,,,,,,
1294417363.23,00:1C:F0:CB:EC:95,-80,00:1C:F0:CB:EC:92,-57,00:15:6D:65:17:B6,-77,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,,,,,
1294417386.18,00:15:6D:65:17:B6,-74,00:0C:42:68:DE:D3,-84,00:19:5B:77:A5:EE,-84,,,,,,,,,,,,,,,,,,
1294417409.13,00:0C:42:68:DE:D3,-80,00:1C:F0:CB:EC:5B,-68,00:1C:F0:CB:EC:89,-72,00:1C:F0:CB:EC:70,-84,,,,,,,,,,,,,,,,
1294417431.97,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:5B,-63,00:15:6D:65:17:B6,-73,00:19:5B:77:A5:EE,-81,,,,,,,,,,,,,,,,
1294417454.82,00:0C:42:68:DE:D3,-83,00:15:6D:65:17:B6,-72,00:1C:F0:CB:EC:92,-60,00:15:6D:67:1D:F3,-85,00:1C:F0:CB:EC:89,-72,,,,,,,,,,,,,,
1294417477.66,00:1C:F0:CB:EC:92,-53,,,,,,,,,,,,,,,,,,,,,,
1294417500.6,00:1C:F0:CB:EC:89,-71,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,,,,,,,
1294417523.64,00:19:5B:77:A5:EE,-80,00:1C:F0:CB:EC:92,-75,00:1C:F0:CB:EC:5B,-71,,,,,,,,,,,,,,,,,,
1294417546.59,00:19:5B:77:A5:EE,-81,00:1C:F0:CB:EC:95,-78,,,,,,,,,,,,,,,,,,,,
1294417569.55,00:19:5B:77:A5:EE,-82,00:1C:F0:CB:EC:95,-81,,,,,,,,,,,,,,,,,,,,
1294417592.39,00:1C:F0:CB:EC:95,-81,00:1C:F0:CB:EC:92,-52,00:1C:F0:CB:EC:5B,-70,,,,,,,,,,,,,,,,,,
1294417615.23,,,,,,,,,,,,,,,,,,,,,,,,
1294417638.07,00:1C:F0:CB:EC:92,-55,00:1C:F0:CB:EC:95,-79,00:1C:F0:CB:EC:89,-72,00:1C:F0:CB:EC:5B,-77,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,
1294417661.01,00:1C:F0:CB:EC:92,-55,00:1C:F0:CB:EC:89,-70,00:19:5B:77:A5:EE,-83,,,,,,,,,,,,,,,,,,
1294417683.96,00:1C:F0:CB:EC:89,-72,00:19:5B:77:A5:EE,-82,00:1C:F0:CB:EC:5B,-73,00:1C:F0:CB:EC:95,-79,,,,,,,,,,,,,,,,
1294417706.9,,,,,,,,,,,,,,,,,,,,,,,,
1294417729.77,00:15:6D:65:17:B6,-72,00:1C:F0:CB:EC:89,-73,00:1C:F0:CB:EC:95,-79,,,,,,,,,,,,,,,,,,
1294417772.78,00:15:6D:65:17:B6,-72,00:1C:F0:CB:EC:89,-71,00:1C:F0:CB:EC:5B,-70,,,,,,,,,,,,,,,,,,
1294417795.71,00:15:6D:65:17:B6,-74,00:1C:F0:CB:EC:5B,-66,00:1C:F0:CB:EC:70,-82,,,,,,,,,,,,,,,,,,
1294417818.66,00:1C:F0:CB:EC:89,-72,00:1C:F0:CB:EC:95,-78,00:19:5B:77:A5:EE,-80,00:1C:F0:CB:EC:92,-52,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,
1294417841.51,00:1C:F0:CB:EC:95,-79,00:19:5B:77:A5:EE,-80,00:15:6D:65:17:B6,-73,,,,,,,,,,,,,,,,,,
1294417864.35,00:1C:F0:CB:EC:95,-83,00:19:5B:77:A5:EE,-81,00:1C:F0:CB:EC:92,-73,,,,,,,,,,,,,,,,,,
1294417887.3,00:19:5B:77:A5:EE,-83,00:1C:F0:CB:EC:5B,-63,00:0C:42:68:DE:D3,-84,,,,,,,,,,,,,,,,,,
1294417910.24,00:19:5B:77:A5:EE,-83,00:1C:F0:CB:EC:5B,-65,00:0C:42:68:DE:D3,-83,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:89,-74,,,,,,,,,,,,,,
1294417953.25,00:0C:42:68:DE:D3,-85,00:1C:F0:CB:EC:89,-76,00:1C:F0:CB:EC:5B,-76,,,,,,,,,,,,,,,,,,
1294417976.09,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:89,-69,00:19:5B:77:A5:EE,-84,,,,,,,,,,,,,,,,,,
1294417998.92,00:1C:F0:CB:EC:89,-68,00:19:5B:77:A5:EE,-82,00:15:6D:65:17:B6,-76,00:1C:F0:CB:EC:5B,-68,00:1C:F0:CB:EC:95,-79,,,,,,,,,,,,,,
1294418021.86,00:1C:F0:CB:EC:5B,-66,00:1C:F0:CB:EC:95,-79,00:1C:F0:CB:EC:92,-63,,,,,,,,,,,,,,,,,,
1294418044.7,00:1C:F0:CB:EC:5B,-67,00:19:5B:77:A5:EE,-82,00:0C:42:68:DE:D3,-81,,,,,,,,,,,,,,,,,,
1294418067.64,00:19:5B:77:A5:EE,-83,00:1C:F0:CB:EC:95,-78,00:1C:F0:CB:EC:92,-76,,,,,,,,,,,,,,,,,,
1294418090.57,00:1C:F0:CB:EC:95,-78,00:1C:F0:CB:EC:92,-55,00:0C:42:68:DE:D3,-80,,,,,,,,,,,,,,,,,,
1294418133.59,00:1C:F0:CB:EC:89,-74,00:15:6D:65:17:B6,-74,00:19:5B:77:A5:EE,-82,00:0C:42:68:DE:D3,-81,,,,,,,,,,,,,,,,
1294418156.53,00:1C:F0:CB:EC:89,-71,00:15:6D:65:17:B6,-72,00:1C:F0:CB:EC:92,-52,00:1C:F0:CB:EC:95,-79,,,,,,,,,,,,,,,,
1294418179.47,00:1C:F0:CB:EC:95,-80,00:15:6D:67:1D:F3,-80,00:1C:F0:CB:EC:89,-72,,,,,,,,,,,,,,,,,,
1294418202.4,00:1C:F0:CB:EC:92,-62,00:19:5B:77:A5:EE,-85,,,,,,,,,,,,,,,,,,,,
1294418225.34,00:19:5B:77:A5:EE,-85,00:1C:F0:CB:EC:5B,-70,00:1C:F0:CB:EC:89,-71,00:1C:F0:CB:EC:95,-79,00:0C:42:68:DE:D3,-84,,,,,,,,,,,,,,
1294418248.19,00:1C:F0:CB:EC:95,-79,,,,,,,,,,,,,,,,,,,,,,
1294418271.15,00:1C:F0:CB:EC:95,-80,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:5B,-75,00:0C:42:68:DE:D3,-80,,,,,,,,,,,,,,,,
1294418314.05,00:1C:F0:CB:EC:95,-81,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:92,-57,00:15:6D:65:17:B6,-73,,,,,,,,,,,,,,,,
1294418336.9,00:1C:F0:CB:EC:92,-62,00:15:6D:65:17:B6,-73,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,,,,,
1294418359.74,00:0C:42:68:DE:D3,-83,00:15:6D:65:17:B6,-72,00:1C:F0:CB:EC:70,-85,00:1C:F0:CB:EC:92,-63,00:1C:F0:CB:EC:5B,-78,00:1C:F0:CB:EC:89,-71,00:19:5B:77:A5:EE,-83,,,,,,,,,,
1294418382.58,00:15:6D:65:17:B6,-74,00:1C:F0:CB:EC:92,-61,00:1C:F0:CB:EC:5B,-76,00:1C:F0:CB:EC:89,-73,,,,,,,,,,,,,,,,
1294418405.52,00:1C:F0:CB:EC:92,-62,00:1C:F0:CB:EC:5B,-67,00:1C:F0:CB:EC:89,-72,00:1C:F0:CB:EC:70,-85,,,,,,,,,,,,,,,,
1294418428.36,00:1C:F0:CB:EC:92,-75,00:1C:F0:CB:EC:5B,-76,00:1C:F0:CB:EC:89,-72,00:1C:F0:CB:EC:95,-81,00:0C:42:68:DE:D3,-80,,,,,,,,,,,,,,
1294418451.31,,,,,,,,,,,,,,,,,,,,,,,,
1294418494.22,00:15:6D:65:17:B6,-72,00:1C:F0:CB:EC:95,-79,00:19:5B:77:A5:EE,-81,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:89,-73,,,,,,,,,,,,,,
1294418517.16,00:1C:F0:CB:EC:5B,-76,,,,,,,,,,,,,,,,,,,,,,
1294418540.11,00:1C:F0:CB:EC:5B,-75,00:1C:F0:CB:EC:89,-71,00:1C:F0:CB:EC:95,-80,00:19:5B:77:A5:EE,-81,00:1C:F0:CB:EC:92,-75,00:0C:42:68:DE:D3,-81,,,,,,,,,,,,
1294418563.04,00:1C:F0:CB:EC:89,-70,00:1C:F0:CB:EC:92,-63,00:0C:42:68:DE:D3,-81,,,,,,,,,,,,,,,,,,
1294418585.98,00:1C:F0:CB:EC:92,-69,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:95,-81,,,,,,,,,,,,,,,,,,
1294418608.82,00:1C:F0:CB:EC:95,-79,00:19:5B:77:A5:EE,-81,00:1C:F0:CB:EC:5B,-77,,,,,,,,,,,,,,,,,,
1294418631.77,00:19:5B:77:A5:EE,-81,00:1C:F0:CB:EC:89,-71,00:15:6D:65:17:B6,-75,,,,,,,,,,,,,,,,,,
1294418674.78,00:1C:F0:CB:EC:89,-70,00:15:6D:65:17:B6,-74,00:1C:F0:CB:EC:5B,-67,00:19:5B:77:A5:EE,-85,,,,,,,,,,,,,,,,
1294418697.62,00:1C:F0:CB:EC:89,-74,00:1C:F0:CB:EC:5B,-69,00:1C:F0:CB:EC:92,-51,,,,,,,,,,,,,,,,,,
1294418720.57,00:1C:F0:CB:EC:92,-62,00:0C:42:68:DE:D3,-82,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,,,,,
1294418743.51,00:0C:42:68:DE:D3,-83,00:15:6D:65:17:B6,-72,00:1C:F0:CB:EC:5B,-71,00:1C:F0:CB:EC:95,-80,,,,,,,,,,,,,,,,
1294418766.34,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:95,-83,,,,,,,,,,,,,,,,,,,,
1294418789.17,00:15:6D:65:17:B6,-75,,,,,,,,,,,,,,,,,,,,,,
1294418812.11,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:5B,-77,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,,,,,,,
1294418834.97,00:15:6D:65:17:B6,-73,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:92,-61,00:1C:F0:CB:EC:95,-80,00:19:5B:77:A5:EE,-82,00:1C:F0:CB:EC:5B,-76,,,,,,,,,,,,
1294418857.9,00:15:6D:65:17:B6,-76,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:92,-75,00:1C:F0:CB:EC:95,-80,00:19:5B:77:A5:EE,-83,,,,,,,,,,,,,,
1294418880.84,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:92,-54,00:19:5B:77:A5:EE,-81,,,,,,,,,,,,,,,,,,
1294418903.78,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:92,-66,00:19:5B:77:A5:EE,-85,00:1C:F0:CB:EC:89,-71,00:1C:F0:CB:EC:5B,-74,00:1C:F0:CB:EC:95,-81,,,,,,,,,,,,
1294418926.61,00:1C:F0:CB:EC:92,-51,00:1C:F0:CB:EC:5B,-71,00:1C:F0:CB:EC:95,-81,,,,,,,,,,,,,,,,,,
1294418949.56,00:1C:F0:CB:EC:92,-63,00:1C:F0:CB:EC:89,-67,,,,,,,,,,,,,,,,,,,,
1294418972.4,00:15:6D:65:17:B6,-73,00:15:6D:67:1D:F3,-87,00:1C:F0:CB:EC:5B,-73,00:1C:F0:CB:EC:95,-80,,,,,,,,,,,,,,,,
1294418995.36,00:1C:F0:CB:EC:5B,-72,00:1C:F0:CB:EC:95,-80,00:1C:F0:CB:EC:92,-64,00:1C:F0:CB:EC:89,-74,00:19:5B:77:A5:EE,-84,,,,,,,,,,,,,,
1294419018.21,00:1C:F0:CB:EC:92,-60,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:89,-72,00:1C:F0:CB:EC:95,-80,,,,,,,,,,,,,,,,
1294419041.14,00:1C:F0:CB:EC:92,-62,00:15:6D:65:17:B6,-72,00:1C:F0:CB:EC:89,-70,00:1C:F0:CB:EC:95,-81,,,,,,,,,,,,,,,,
1294419063.99,00:1C:F0:CB:EC:92,-74,00:15:6D:65:17:B6,-74,00:1C:F0:CB:EC:95,-83,00:15:6D:67:1D:F3,-81,,,,,,,,,,,,,,,,
1294419086.81,00:1C:F0:CB:EC:95,-83,00:1C:F0:CB:EC:89,-71,,,,,,,,,,,,,,,,,,,,
1294419109.68,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:92,-55,,,,,,,,,,,,,,,,,,,,
1294419152.69,00:1C:F0:CB:EC:89,-71,00:15:6D:65:17:B6,-72,,,,,,,,,,,,,,,,,,,,
1294419175.53,00:15:6D:65:17:B6,-72,00:1C:F0:CB:EC:92,-61,00:1C:F0:CB:EC:95,-81,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,,,
1294419198.48,00:1C:F0:CB:EC:95,-84,00:1C:F0:CB:EC:89,-69,,,,,,,,,,,,,,,,,,,,
1294419221.44,00:15:6D:65:17:B6,-73,,,,,,,,,,,,,,,,,,,,,,
1294419244.28,00:15:6D:65:17:B6,-77,00:1C:F0:CB:EC:70,-84,00:1C:F0:CB:EC:95,-80,00:0C:42:68:DE:D3,-84,,,,,,,,,,,,,,,,
1294419267.23,,,,,,,,,,,,,,,,,,,,,,,,
1294419290.18,00:1C:F0:CB:EC:5B,-63,00:1C:F0:CB:EC:89,-76,00:1C:F0:CB:EC:95,-79,,,,,,,,,,,,,,,,,,
1294419333.21,00:1C:F0:CB:EC:89,-72,00:1C:F0:CB:EC:92,-68,00:0C:42:68:DE:D3,-82,00:19:5B:77:A5:EE,-81,,,,,,,,,,,,,,,,
1294419356.15,00:1C:F0:CB:EC:92,-61,00:0C:42:68:DE:D3,-81,00:19:5B:77:A5:EE,-82,00:1C:F0:CB:EC:95,-83,,,,,,,,,,,,,,,,
1294419378.99,00:15:6D:65:17:B6,-77,00:1C:F0:CB:EC:92,-55,00:1C:F0:CB:EC:89,-72,00:1C:F0:CB:EC:95,-80,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,
1294419401.92,00:1C:F0:CB:EC:89,-81,00:1C:F0:CB:EC:95,-79,00:19:5B:77:A5:EE,-81,00:1C:F0:CB:EC:5B,-72,,,,,,,,,,,,,,,,
1294419424.87,00:1C:F0:CB:EC:95,-80,00:19:5B:77:A5:EE,-84,,,,,,,,,,,,,,,,,,,,
1294419447.72,00:1C:F0:CB:EC:89,-69,00:15:6D:65:17:B6,-73,,,,,,,,,,,,,,,,,,,,
1294419470.65,00:1C:F0:CB:EC:89,-70,00:1C:F0:CB:EC:92,-62,00:1C:F0:CB:EC:95,-79,,,,,,,,,,,,,,,,,,
1294419513.66,00:1C:F0:CB:EC:95,-82,00:1C:F0:CB:EC:5B,-65,00:1C:F0:CB:EC:92,-56,,,,,,,,,,,,,,,,,,
1294419536.6,00:1C:F0:CB:EC:95,-81,00:0C:42:68:DE:D3,-84,,,,,,,,,,,,,,,,,,,,
1294419559.45,00:1C:F0:CB:EC:95,-81,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:92,-63,00:19:5B:77:A5:EE,-83,,,,,,,,,,,,,,,,
1294419582.28,00:1C:F0:CB:EC:95,-80,00:1C:F0:CB:EC:5B,-67,,,,,,,,,,,,,,,,,,,,
1294419605.13,00:1C:F0:CB:EC:95,-81,00:1C:F0:CB:EC:5B,-74,00:15:6D:65:17:B6,-72,00:0C:42:68:DE:D3,-83,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,
1294419628.06,00:15:6D:65:17:B6,-72,00:19:5B:77:A5:EE,-81,00:1C:F0:CB:EC:92,-52,,,,,,,,,,,,,,,,,,
1294419651.0,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,,,,,,,,,,,
1294419693.91,00:1C:F0:CB:EC:95,-82,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,,,,,
1294419716.75,00:15:6D:65:17:B6,-76,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,,,,,,,
1294419739.58,00:1C:F0:CB:EC:5B,-64,00:1C:F0:CB:EC:89,-70,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,,,,,
1294419762.53,00:0C:42:68:DE:D3,-85,,,,,,,,,,,,,,,,,,,,,,
1294419785.27,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:70,-85,00:15:6D:65:17:B6,-74,00:1C:F0:CB:EC:92,-67,00:1C:F0:CB:EC:95,-80,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,
1294419808.24,00:0C:42:68:DE:D3,-80,00:1C:F0:CB:EC:95,-80,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,,,,,
1294419831.18,00:19:5B:77:A5:EE,-82,00:15:6D:65:17:B6,-72,,,,,,,,,,,,,,,,,,,,
1294419874.2,00:15:6D:65:17:B6,-73,00:0C:42:68:DE:D3,-83,00:19:5B:77:A5:EE,-87,,,,,,,,,,,,,,,,,,
1294419897.14,,,,,,,,,,,,,,,,,,,,,,,,
1294419919.98,00:1C:F0:CB:EC:95,-80,00:19:5B:77:A5:EE,-85,00:1C:F0:CB:EC:92,-61,00:1C:F0:CB:EC:5B,-63,00:1C:F0:CB:EC:89,-77,,,,,,,,,,,,,,
1294419942.93,00:1C:F0:CB:EC:95,-79,00:1C:F0:CB:EC:92,-70,00:1C:F0:CB:EC:89,-73,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,,,,,
1294419965.88,00:1C:F0:CB:EC:89,-78,00:0C:42:68:DE:D3,-84,,,,,,,,,,,,,,,,,,,,
