TimeMs,00:1c:f0:cb:ec:95.APRSSI
1305181934931,-85
1305181937372,-85
1305181941498,-88
1305181944375,-88
1305181947487,-86
1305181949804,-86
1305181952586,-87
1305181955119,-87
1305181958645,-86
1305181961306,-84
1305181963681,-84
1305181966093,-83
1305181969382,-85
1305181972390,-92
1305181974767,-86
1305181977281,-88
1305181979717,-88
1305181982286,-85
1305181984991,-86
1305181987684,-86
1305181990135,-86
1305181993999,-86
1305181996782,-86
1305181999428,-88
1305182002002,-85
1305182004336,-87
1305182006799,-85
1305182009837,-85
1305182012385,-87
1305182015599,-86
1305182018087,-86
1305182019923,-87
1305182022029,-89
1305182024650,-92
1305182027145,-91
1305182036244,-87
1305182042682,-87
1305182045016,-87
1305182047394,-86
1305182049879,-88
1305182053735,-83
1305182056492,-83
1305182059141,-82
1305182061581,-86
1305182064403,-84
1305182067328,-84
1305182070104,-86
1305182072656,-88
1305182075507,-88
1305182078130,-88
1305182080549,-87
1305182083330,-87
1305182085816,-86
1305182091074,-88
1305182098687,-89
1305182101824,-86
1305182105211,-86
1305182107622,-86
1305182109822,-87
1305182113474,-87
1305182115912,-87
1305182118360,-86
1305182120939,-88
1305182123480,-88
1305182125853,-85
1305182128228,-92
1305182130889,-85
1305182133408,-87
1305182136001,-87
1305182138498,-87
1305182140937,-90
1305182146378,-88
1305182148339,-88
1305182151224,-92
1305182154875,-92
1305182163841,-92
1305182166149,-92
1305182169321,-89
1305182172596,-86
1305182175181,-86
1305182177784,-90
1305182180288,-87
1305182182589,-90
1305182184919,-87
1305182187643,-84
1305182190233,-85
1305182192946,-86
1305182195448,-86
1305182198033,-89
1305182200775,-89
1305182204571,-87
1305182206605,-87
1305182209112,-86
1305182214415,-86
1305182218153,-86
1305182221427,-86
1305182224053,-86
1305182227415,-84
1305182229958,-84
1305182232374,-90
1305182234905,-86
1305182237441,-85
1305182239800,-87
1305182242420,-92
1305182244799,-92
1305182246843,-88
1305182249237,-92
1305182251384,-88
1305182253901,-86
1305182257096,-86
1305182259370,-86
1305182262033,-92
1305182265708,-88
1305182268768,-87
1305182271424,-87
1305182276614,-89
1305182287109,-92
1305182290437,-85
1305182293822,-85
1305182296322,-87
1305182298762,-88
1305182301272,-88
1305182304188,-86
1305182306309,-85
1305182308869,-87
1305182311274,-87
1305182314282,-86
1305182317125,-87
1305182319881,-85
1305182322551,-85
1305182324981,-85
1305182328132,-87
1305182331197,-87
1305182333887,-87
1305182343318,-86
1305182345460,-86
1305182348464,-87
1305182351759,-87
1305182354074,-87
1305182356518,-86
1305182358916,-89
1305182361300,-85
1305182363570,-89
1305182366072,-85
1305182368710,-89
1305182371091,-85
1305182373518,-87
1305182376049,-88
1305182378719,-88
1305182381102,-86
1305182383594,-87
1305182386632,-86
1305182389000,-86
1305182392322,-86
1305182396257,-86
1305182399384,-86
1305182403068,-88
1305182405659,-85
1305182408044,-89
1305182410520,-89
1305182412803,-88
1305182414989,-86
1305182417025,-87
1305182419260,-86
1305182421752,-92
1305182424089,-85
1305182426894,-85
1305182429293,-86
1305182431716,-82
1305182434000,-88
1305182436799,-89
1305182439358,-87
1305182441495,-86
1305182444288,-86
1305182447844,-86
1305182450195,-86
1305182453854,-87
1305182456038,-87
1305182459281,-87
1305182462141,-89
1305182466900,-87
1305182469501,-87
1305182472585,-87
1305182475395,-87
1305182478134,-85
1305182480680,-90
1305182483043,-92
1305182485124,-89
1305182487511,-87
1305182490076,-86
1305182492589,-87
1305182495298,-92
1305182497425,-84
1305182499715,-87
1305182502523,-92
1305182504470,-92
1305182507528,-89
1305182509908,-89
1305182513826,-85
1305182516054,-85
1305182519354,-88
1305182521721,-88
1305182524266,-88
1305182528074,-88
1305182530316,-86
1305182533628,-89
1305182535651,-89
1305182537971,-87
1305182540275,-87
1305182542656,-88
1305182545175,-87
1305182547380,-86
1305182549879,-87
1305182552145,-86
1305182554728,-88
1305182556889,-87
1305182560652,-87
1305182563276,-87
1305182566422,-87
1305182569811,-87
1305182571629,-87
1305182573609,-85
1305182576776,-92
1305182579031,-92
1305182582244,-87
1305182584874,-86
1305182608016,-87
1305182614683,-88
1305182617521,-88
1305182620166,-87
1305182622690,-89
1305182625192,-88
1305182627710,-91
1305182631150,-90
1305182633776,-90
1305182636322,-80
1305182639917,-85
1305182642538,-85
1305182645176,-87
1305182649100,-87
1305182651602,-85
1305182654336,-86
1305182657065,-89
1305182659664,-88
1305182662396,-92
1305182671093,-86
1305182672937,-86
1305182676459,-87
1305182679024,-87
1305182681209,-86
1305182683237,-86
1305182685336,-88
1305182687330,-86
1305182689679,-88
1305182692061,-88
1305182694352,-88
1305182696378,-92
1305182699801,-86
1305182702902,-85
1305182705108,-85
1305182708588,-86
1305182711168,-86
1305182713591,-87
1305182716223,-85
1305182718896,-87
1305182721256,-87
1305182725696,-88
1305182727619,-88
1305182730515,-86
1305182733213,-86
1305182735688,-88
1305182737961,-88
1305182740339,-92
1305182743378,-86
1305182746352,-86
1305182749265,-88
1305182751666,-89
1305182754684,-92
1305182757671,-88
1305182760665,-88
1305182764329,-87
1305182766248,-87
1305182767864,-91
1305182771735,-87
1305182774306,-87
1305182776825,-88
1305182779481,-90
1305182782796,-85
1305182785205,-85
1305182788000,-86
1305182790387,-86
1305182793407,-87
1305182795910,-87
1305182798271,-87
1305182801107,-86
1305182803875,-86
1305182806208,-86
1305182808767,-88
1305182810944,-88
1305182814391,-86
1305182816918,-86
1305182819633,-86
1305182822456,-86
1305182824681,-86
1305182827449,-89
1305182830312,-88
1305182841263,-88
1305182846339,-92
1305182850321,-85
1305182852941,-85
1305182856152,-92
1305182858547,-92
1305182860627,-87
1305182863440,-86
1305182865807,-86
1305182868384,-86
1305182871021,-85
1305182873404,-87
1305182875922,-85
1305182878125,-86
1305182881686,-85
1305182884274,-85
1305182886816,-87
1305182889610,-86
1305182894843,-86
1305182898595,-84
1305182903937,-87
1305182907701,-86
1305182909742,-86
1305182912493,-86
1305182915000,-87
1305182917440,-87
1305182919704,-92
1305182921384,-87
1305182923820,-83
1305182926221,-86
1305182928933,-92
1305182931301,-87
1305182933543,-92
1305182935640,-87
1305182938040,-84
1305182941514,-84
1305182943849,-84
1305182946282,-86
1305182949255,-87
1305182952017,-87
1305182954532,-85
1305182959989,-87
1305182964025,-84
1305182966090,-84
1305182968314,-85
1305182970603,-88
1305182972692,-85
1305182975066,-92
1305182977061,-92
1305182979260,-90
1305182982005,-85
1305182984021,-92
1305182986284,-92
1305182988476,-92
1305182990964,-92
1305182992889,-92
1305182996250,-86
1305182998778,-86
1305183001180,-86
1305183004094,-91
1305183006582,-91
1305183009656,-92
1305183013510,-85
1305183017403,-85
1305183019410,-90
1305183021752,-84
1305183024362,-86
1305183027010,-86
1305183029318,-87
1305183032145,-85
1305183034411,-85
1305183036857,-92
1305183040352,-85
1305183043474,-86
1305183045728,-86
1305183048983,-85
1305183051416,-85
1305183053669,-88
1305183056323,-88
1305183058946,-89
1305183061581,-92
1305183064717,-88
1305183067570,-88
1305183070309,-91
1305183073079,-85
1305183075989,-91
1305183078824,-91
1305183093860,-85
1305183098420,-87
1305183101309,-87
1305183104354,-92
1305183107127,-90
1305183110277,-92
1305183114023,-92
1305183116177,-92
1305183118459,-85
1305183121018,-92
1305183123481,-92
1305183125793,-85
1305183128628,-87
1305183131678,-86
1305183133999,-92
1305183137017,-85
1305183151303,-87
1305183153590,-87
1305183156626,-85
1305183162452,-86
1305183164953,-86
1305183167392,-92
1305183169897,-92
1305183172678,-92
1305183176439,-87
1305183178714,-87
1305183181197,-86
1305183183620,-85
1305183186220,-92
1305183189017,-87
1305183191904,-85
1305183194142,-85
1305183196397,-89
1305183201348,-88
1305183205781,-92
1305183208762,-92
1305183212272,-87
1305183215192,-87
1305183217661,-92
1305183220193,-92
1305183222332,-86
1305183224949,-86
1305183228531,-86
1305183230752,-86
1305183232999,-86
1305183235678,-88
1305183238188,-87
1305183240668,-86
1305183243115,-92
1305183245287,-89
1305183248531,-84
1305183251148,-84
1305183254946,-89
1305183257935,-89
1305183263015,-87
1305183266673,-85
1305183269527,-87
1305183272382,-86
1305183275021,-87
1305183277571,-86
1305183281518,-86
1305183283988,-86
1305183286816,-89
1305183289149,-87
1305183291630,-86
1305183294287,-86
1305183296640,-87
1305183299045,-87
1305183301920,-85
1305183304431,-85
1305183307158,-86
1305183310793,-92
1305183313860,-92
1305183316515,-92
1305183319242,-84
1305183321708,-86
1305183324414,-87
1305183328463,-92
1305183331194,-84
1305183333751,-84
1305183336521,-85
1305183338973,-91
1305183341794,-86
1305183344453,-88
1305183347095,-87
1305183349449,-86
1305183351662,-92
1305183354040,-84
1305183356642,-87
1305183359433,-92
1305183362347,-86
1305183364744,-86
1305183367384,-92
1305183369741,-92
1305183372216,-86
1305183374609,-86
1305183378626,-86
1305183380999,-86
1305183383319,-85
1305183385802,-87
1305183388497,-85
1305183390779,-88
1305183393201,-89
1305183395744,-88
1305183398027,-90
1305183400605,-92
1305183402849,-90
1305183405098,-89
1305183407716,-88
1305183410228,-87
1305183412900,-86
1305183415347,-87
1305183418990,-92
1305183421850,-86
1305183425124,-90
1305183427543,-87
1305183430410,-90
1305183433346,-87
1305183436078,-85
1305183438608,-84
1305183441203,-87
1305183443603,-87
1305183446606,-86
1305183449094,-86
1305183451767,-89
1305183454081,-87
1305183457105,-88
1305183460078,-86
1305183462937,-86
1305183466017,-89
1305183468668,-92
1305183471206,-92
1305183474454,-88
1305183477133,-88
1305183480039,-85
1305183482881,-85
1305183485318,-85
1305183487669,-87
1305183490688,-88
1305183493449,-86
1305183496163,-86
1305183498838,-92
1305183501362,-87
1305183504171,-86
1305183507004,-86
1305183509759,-92
1305183511823,-86
1305183514448,-85
1305183517172,-88
1305183519787,-88
1305183523449,-86
1305183526211,-86
1305183528736,-86
1305183531417,-86
1305183533847,-86
1305183536457,-92
1305183538837,-92
1305183541335,-85
1305183544242,-85
1305183547049,-88
1305183549870,-92
1305183552375,-92
1305183554891,-89
1305183556951,-92
1305183559153,-85
1305183561742,-85
1305183564438,-85
1305183566911,-85
1305183570604,-92
1305183573190,-92
1305183580794,-86
1305183584216,-85
1305183587074,-85
1305183590786,-86
1305183593390,-92
1305183595913,-89
1305183598759,-83
1305183601487,-83
1305183604267,-87
1305183606999,-86
1305183609871,-85
1305183612874,-85
1305183615182,-84
1305183617744,-86
1305183619954,-86
1305183625249,-86
1305183627532,-86
1305183630644,-86
1305183634630,-87
1305183636957,-87
1305183639886,-92
1305183643711,-92
1305183646220,-87
1305183648904,-92
1305183651248,-92
1305183653734,-87
1305183656504,-92
1305183659058,-86
1305183661512,-87
1305183663968,-85
1305183666367,-86
1305183668934,-92
1305183672740,-86
1305183675214,-86
1305183678897,-85
1305183681407,-85
1305183684233,-91
1305183688059,-85
1305183690693,-85
1305183693528,-92
1305183696490,-92
1305183699279,-92
1305183701650,-86
1305183704128,-85
1305183706510,-92
1305183708882,-87
1305183711714,-88
1305183713845,-88
1305183716159,-87
1305183719883,-92
1305183722340,-92
1305183725483,-85
1305183728333,-92
1305183730832,-89
1305183733543,-89
1305183735903,-90
1305183738464,-89
1305183740831,-89
1305183742975,-92
1305183745440,-86
1305183747826,-86
1305183750605,-86
1305183753397,-92
1305183755959,-87
1305183758520,-87
1305183760993,-90
1305183764530,-85
1305183767284,-85
1305183770126,-85
1305183772533,-85
1305183775225,-89
1305183777767,-89
1305183780088,-85
1305183782740,-88
1305183785551,-88
1305183788374,-92
1305183790880,-86
1305183793627,-88
1305183796777,-86
1305183800151,-86
1305183802346,-86
1305183804609,-86
1305183808245,-88
1305183810999,-87
1305183813785,-87
1305183816441,-87
1305183819267,-87
1305183822003,-86
1305183824515,-86
1305183827546,-87
1305183830389,-86
1305183833271,-86
1305183836114,-92
1305183838226,-85
1305183841212,-87
1305183844358,-86
1305183846953,-86
1305183849436,-86
1305183853060,-92
1305183855614,-89
1305183858553,-85
1305183861213,-85
1305183863613,-85
1305183866217,-86
1305183868583,-92
1305183870998,-92
1305183873523,-90
1305183876457,-90
1305183878856,-87
1305183881254,-92
1305183883813,-85
1305183886479,-85
1305183889242,-86
1305183891319,-86
1305183894677,-90
1305183897350,-92
1305183899665,-92
1305183902255,-92
1305183904603,-87
1305183907081,-90
1305183909491,-93
1305183911843,-93
1305183915158,-92
1305183917621,-86
1305183920224,-86
1305183922924,-92
1305183925702,-92
1305183927723,-92
1305183930201,-89
1305183932988,-87
1305183936441,-86
1305183939222,-89
1305183942050,-89
1305183944996,-89
1305183947650,-88
1305183949841,-84
1305183952567,-92
1305183955066,-92
1305183957772,-87
1305183960600,-87
1305183963204,-82
1305183965889,-82
1305183968682,-86
1305183971306,-87
1305183973707,-85
1305183976088,-92
1305183979194,-92
1305183982176,-92
1305183984753,-87
1305183986871,-87
1305183989428,-86
1305183992033,-86
1305183994782,-92
1305183997412,-85
1305184000433,-87
1305184003174,-90
1305184006201,-84
1305184014520,-86
1305184016771,-86
1305184019299,-86
1305184022304,-87
1305184024624,-87
1305184028148,-89
1305184030918,-92
1305184033693,-92
1305184035958,-92
1305184038564,-92
1305184041127,-92
1305184043472,-88
1305184046040,-92
1305184047998,-92
1305184049993,-92
1305184055399,-87
1305184057113,-87
1305184059897,-92
1305184061462,-92
1305184063669,-92
1305184066073,-85
1305184068951,-85
1305184072558,-90
1305184077146,-86
1305184080262,-86
1305184082899,-86
1305184085672,-92
1305184087681,-92
1305184089904,-85
1305184092520,-87
1305184094997,-92
1305184097172,-86
1305184100532,-86
1305184102951,-86
1305184105611,-87
1305184107605,-87
1305184109907,-89
1305184112593,-86
1305184115004,-86
1305184119192,-86
1305184121859,-84
1305184124623,-87
1305184127344,-87
1305184130060,-90
1305184132544,-90
1305184135189,-87
1305184137862,-86
1305184140137,-86
1305184142403,-85
1305184145653,-85
1305184148461,-86
1305184151216,-86
1305184153760,-89
1305184156172,-92
1305184158930,-86
1305184161218,-86
1305184164993,-86
1305184167490,-86
1305184170328,-86
1305184172289,-86
1305184174850,-86
1305184177308,-92
1305184179536,-86
1305184182117,-86
1305184184539,-86
1305184186881,-88
1305184190917,-90
1305184193962,-86
1305184197021,-92
1305184199167,-92
1305184201590,-85
1305184206640,-85
1305184209242,-85
1305184213246,-85
1305184215945,-85
1305184218783,-88
1305184221100,-88
1305184223739,-86
1305184226085,-86
1305184228703,-85
1305184231401,-85
1305184234023,-85
1305184237295,-86
1305184240412,-86
1305184243922,-87
1305184246483,-87
1305184250278,-88
1305184254149,-85
1305184256951,-92
1305184259666,-92
1305184263821,-87
1305184266412,-87
1305184269107,-86
1305184271942,-86
1305184274700,-85
1305184277270,-85
1305184280067,-87
1305184282841,-87
1305184285734,-84
1305184288477,-86
1305184291005,-86
1305184293755,-82
1305184296680,-92
1305184299204,-86
1305184302077,-86
1305184304534,-85
1305184306885,-85
1305184311904,-88
1305184314698,-88
1305184317295,-87
1305184319833,-84
1305184322447,-84
1305184325117,-92
1305184327775,-84
1305184330463,-84
1305184333079,-85
1305184335360,-85
1305184337881,-86
1305184340307,-86
1305184342637,-92
1305184344952,-88
1305184346833,-86
1305184349694,-85
1305184352403,-88
1305184356674,-92
1305184358573,-92
1305184360599,-88
1305184363447,-92
1305184365682,-92
1305184367794,-87
1305184370741,-87
1305184373072,-87
1305184375391,-92
1305184377978,-84
1305184380801,-89
1305184382948,-87
1305184385523,-87
1305184387934,-87
1305184390054,-88
1305184393025,-88
1305184395621,-88
1305184399556,-88
1305184401771,-88
1305184404343,-88
1305184407442,-89
1305184410414,-88
1305184412722,-88
1305184416147,-87
1305184418136,-87
1305184420716,-88
1305184423513,-86
1305184425321,-86
1305184427718,-86
1305184430399,-86
1305184433085,-85
1305184446246,-90
1305184449086,-86
1305184453538,-87
1305184457105,-86
1305184459737,-86
1305184462410,-89
1305184465306,-84
1305184467797,-92
1305184470167,-92
1305184472779,-90
1305184475123,-90
1305184477558,-86
1305184480224,-87
1305184482806,-87
1305184485784,-85
1305184493081,-87
1305184495368,-87
1305184498347,-87
1305184503452,-87
1305184506977,-85
1305184510576,-86
1305184512933,-86
1305184515312,-89
1305184517698,-92
1305184520174,-88
1305184522428,-87
1305184525040,-86
1305184527370,-88
1305184529567,-87
1305184532264,-87
1305184534575,-87
1305184537295,-87
1305184541655,-86
1305184544301,-85
1305184547533,-86
1305184550325,-88
1305184552590,-88
1305184555959,-88
1305184558588,-88
1305184561879,-86
1305184565131,-92
1305184567318,-86
1305184570020,-88
1305184572600,-86
1305184575018,-85
1305184577652,-86
1305184580254,-88
1305184582988,-89
1305184585552,-88
1305184588586,-90
1305184591442,-86
1305184594207,-86
1305184596692,-85
1305184599182,-85
1305184602977,-89
1305184605843,-86
1305184608594,-88
1305184611119,-88
1305184613756,-87
1305184616133,-86
1305184618757,-85
1305184621437,-85
1305184625177,-87
1305184628607,-89
1305184631025,-86
1305184633359,-86
1305184636412,-84
1305184638909,-84
1305184641444,-86
1305184644387,-87
1305184646911,-87
1305184649289,-87
1305184652672,-87
1305184655397,-87
1305184658272,-86
1305184660534,-86
1305184663013,-85
1305184665667,-85
1305184668541,-87
1305184671513,-92
1305184674217,-87
1305184677061,-87
1305184679936,-89
1305184682390,-86
1305184685850,-86
1305184688320,-86
1305184690869,-85
1305184693128,-83
1305184695423,-83
1305184697914,-86
1305184701457,-86
1305184704013,-86
1305184706608,-86
1305184708966,-86
1305184711997,-86
1305184714720,-87
1305184717633,-89
1305184720161,-85
1305184722915,-84
1305184725791,-88
1305184728560,-88
1305184731575,-86
1305184734381,-85
1305184736587,-85
1305184738935,-88
1305184741943,-88
1305184744933,-88
1305184748231,-84
1305184752027,-87
1305184754608,-92
1305184756732,-92
1305184758981,-88
1305184761342,-86
1305184763947,-87
1305184766849,-92
1305184769357,-92
1305184772184,-86
1305184774809,-92
1305184777214,-92
1305184779618,-89
1305184781984,-85
1305184784383,-88
1305184786945,-88
1305184789679,-90
1305184792420,-85
1305184794963,-85
1305184798473,-85
1305184801198,-87
1305184803756,-87
1305184806294,-87
1305184809535,-93
1305184813349,-83
1305184816106,-86
1305184818718,-87
1305184821686,-87
1305184824585,-87
1305184827156,-85
1305184829621,-85
1305184831880,-88
1305184834583,-87
1305184837168,-95
1305184839783,-88
1305184842436,-92
1305184844931,-88
1305184848229,-87
1305184850623,-87
1305184852965,-89
1305184855764,-87
1305184859074,-87
1305184861699,-87
1305184864243,-92
1305184866476,-88
1305184869073,-90
1305184882645,-89
1305184885165,-89
1305184889472,-89
1305184892127,-89
1305184894807,-86
1305184897995,-86
1305184900552,-82
1305184902868,-92
1305184905256,-84
1305184908447,-87
1305184911248,-87
1305184914135,-87
1305184917133,-86
1305184919919,-87
1305184922027,-87
1305184924385,-86
1305184931672,-86
1305184933784,-86
1305184936646,-86
1305184939746,-86
1305184942488,-86
1305184945144,-92
1305184947489,-87
1305184949649,-89
1305184952009,-88
1305184954105,-92
1305184956329,-86
1305184959761,-86
1305184962666,-86
1305184965528,-86
1305184967996,-86
1305184970800,-87
1305184973362,-87
1305184976074,-88
1305184980352,-87
1305184982834,-87
1305184985680,-87
1305184988336,-85
1305184991307,-85
1305184993652,-86
1305184996423,-86
1305184999025,-88
1305185001329,-87
1305185003949,-86
1305185006418,-86
1305185010439,-86
1305185012829,-86
1305185015392,-86
1305185017977,-89
1305185021088,-89
1305185024350,-87
1305185026702,-87
1305185029033,-86
1305185032531,-87
1305185034882,-87
1305185037421,-92
1305185040363,-87
1305185043453,-90
1305185045985,-90
1305185048623,-86
1305185051600,-86
1305185054554,-85
1305185056866,-85
1305185059300,-86
1305185062839,-87
1305185065381,-87
1305185067840,-92
1305185070697,-88
1305185073174,-87
1305185076001,-87
1305185078654,-87
1305185080975,-87
1305185084115,-88
1305185086781,-88
1305185089636,-89
1305185092357,-87
1305185095010,-87
1305185097447,-91
1305185100162,-88
1305185102576,-88
1305185105162,-86
1305185107541,-88
1305185109845,-86
1305185114757,-86
1305185117509,-86
1305185120051,-86
1305185122895,-90
1305185125593,-86
1305185128250,-86
1305185130843,-87
1305185133609,-86
1305185136519,-88
1305185139224,-87
1305185141959,-87
1305185144832,-88
1305185147196,-92
1305185149125,-92
1305185151558,-89
1305185154015,-89
1305185156404,-88
1305185159230,-88
1305185161507,-82
1305185165882,-92
1305185167724,-92
1305185169957,-88
1305185173421,-87
1305185175971,-90
1305185178509,-87
1305185180907,-89
1305185183485,-92
1305185186012,-92
1305185188427,-92
1305185190317,-92
1305185192930,-86
1305185195673,-86
1305185198282,-89
1305185201080,-86
1305185203600,-86
1305185206115,-86
1305185208756,-92
1305185211027,-88
1305185215426,-87
1305185218268,-87
1305185221450,-92
1305185224248,-87
1305185226916,-90
1305185229718,-90
1305185232701,-92
1305185235905,-92
1305185239139,-92
1305185241680,-92
1305185244022,-86
1305185246806,-92
1305185249287,-92
1305185251700,-86
1305185254265,-88
1305185256731,-90
1305185259258,-86
1305185261676,-92
1305185263624,-92
1305185267591,-92
1305185270056,-92
1305185272637,-87
1305185274917,-86
1305185277697,-87
1305185280252,-87
1305185283095,-89
1305185285675,-86
1305185287945,-86
1305185290214,-92
1305185292411,-89
1305185306210,-86
1305185309639,-86
1305185311870,-86
1305185315842,-86
1305185318513,-87
1305185320929,-87
1305185323358,-86
1305185325692,-92
1305185329213,-87
1305185331992,-86
1305185334373,-86
1305185336766,-88
1305185339343,-87
1305185342168,-92
1305185344374,-92
1305185346911,-87
1305185349479,-87
1305185352130,-86
1305185359714,-88
1305185361817,-88
1305185365090,-92
1305185366590,-92
1305185368486,-92
1305185370644,-85
1305185372749,-86
1305185375922,-92
1305185377983,-92
1305185381353,-86
1305185383909,-86
1305185386331,-87
1305185388536,-88
1305185390879,-86
1305185393380,-85
1305185396080,-92
1305185398434,-85
1305185401246,-86
1305185403838,-86
1305185408173,-89
1305185411072,-89
1305185414174,-88
1305185417524,-88
1305185419945,-92
1305185422076,-89
1305185424986,-92
1305185427659,-92
1305185429988,-92
1305185433474,-92
1305185436333,-92
1305185439083,-92
1305185441142,-86
1305185443574,-92
1305185446373,-92
1305185448596,-89
1305185451299,-92
1305185453744,-92
1305185456421,-85
1305185459703,-92
1305185462353,-92
1305185465084,-92
1305185467320,-92
1305185469444,-86
1305185472028,-88
1305185474562,-92
1305185478388,-92
1305185482630,-92
1305185485757,-89
1305185488729,-89
1305185491369,-87
1305185493522,-92
1305185496115,-92
1305185498243,-92
1305185500372,-92
1305185502687,-90
1305185505097,-86
1305185507520,-86
1305185510122,-92
1305185512508,-92
1305185514691,-92
1305185517070,-85
1305185519344,-86
1305185521865,-92
1305185524472,-92
1305185527527,-88
1305185529874,-88
1305185533441,-92
1305185536251,-92
1305185539883,-86
1305185542654,-88
1305185545301,-92
1305185547310,-92
1305185549839,-92
1305185551860,-92
1305185554573,-92
1305185557281,-88
1305185559836,-92
1305185562045,-86
1305185564394,-88
1305185566951,-90
1305185569152,-92
1305185571443,-92
1305185573641,-87
1305185576623,-92
1305185578859,-92
1305185582695,-86
1305185586370,-92
1305185587745,-92
1305185589233,-87
1305185591932,-87
1305185594493,-87
1305185596801,-88
1305185599113,-89
1305185602038,-92
1305185604272,-86
1305185606472,-88
1305185608724,-92
1305185611030,-92
1305185612996,-87
1305185615672,-87
1305185617900,-90
1305185620915,-85
1305185623417,-85
1305185625772,-92
1305185629157,-88
1305185631858,-88
1305185635145,-86
1305185637721,-86
1305185640278,-86
1305185642807,-87
1305185645317,-89
1305185647422,-86
1305185649810,-92
1305185651977,-92
1305185654413,-91
1305185656939,-89
1305185659752,-89
1305185662279,-89
1305185664771,-92
1305185667313,-87
1305185669542,-87
1305185671676,-86
1305185675421,-90
1305185678567,-88
1305185681309,-92
1305185683673,-92
1305185685998,-84
1305185688497,-87
1305185690938,-86
1305185693960,-85
1305185696325,-89
1305185699034,-87
1305185701465,-92
1305185703795,-92
1305185706342,-87
1305185708933,-87
1305185711381,-92
1305185713947,-88
1305185716157,-89
1305185718315,-92
1305185722147,-92
1305185724586,-92
1305185726942,-92
1305185729456,-89
1305185731664,-92
1305185734118,-86
1305185736843,-88
1305185739155,-92
1305185741632,-85
1305185744189,-87
1305185747171,-87
1305185749892,-87
1305185762500,-87
1305185764858,-87
1305185769069,-88
1305185771977,-92
1305185774116,-92
1305185776524,-86
1305185780337,-87
1305185783305,-87
1305185786255,-92
1305185788376,-85
1305185791244,-86
1305185794080,-86
1305185796527,-92
1305185798718,-87
1305185801332,-89
1305185804072,-92
1305185806967,-85
1305185812596,-87
1305185817080,-88
1305185819085,-88
1305185821694,-85
1305185824463,-90
1305185826928,-85
1305185829334,-86
1305185832597,-87
1305185834860,-89
1305185837255,-92
1305185839657,-92
1305185841888,-91
1305185844955,-86
1305185847693,-84
1305185850521,-87
1305185852915,-90
1305185854794,-92
1305185857621,-92
1305185861220,-92
1305185864730,-92
1305185866691,-92
1305185868898,-92
1305185871863,-91
1305185875078,-87
1305185878823,-87
1305185882497,-92
1305185884987,-92
1305185887837,-92
1305185890429,-92
1305185893343,-87
1305185896607,-87
1305185899454,-92
1305185901957,-87
1305185905160,-87
1305185907802,-87
1305185911155,-87
1305185913540,-87
1305185916004,-90
1305185919288,-92
1305185922129,-92
1305185928435,-88
1305185932011,-88
1305185935667,-87
1305185938046,-87
1305185940662,-92
1305185943482,-92
1305185946057,-92
1305185948186,-92
1305185950139,-89
1305185952558,-86
1305185955321,-86
1305185957905,-88
1305185960599,-85
1305185963364,-89
1305185965947,-83
1305185968835,-87
1305185972725,-92
1305185975755,-92
1305185978256,-92
1305185981553,-86
1305185984036,-86
1305185987564,-92
1305185990688,-86
1305185993767,-85
1305185996626,-85
1305185999448,-86
1305186002338,-86
1305186004804,-88
1305186007442,-85
1305186010287,-87
1305186013013,-92
1305186015885,-88
1305186018934,-92
1305186021699,-92
1305186025605,-86
1305186028400,-86
1305186031885,-92
1305186034882,-92
1305186037499,-92
1305186039957,-86
1305186043008,-86
1305186045688,-92
1305186048133,-85
1305186051351,-85
1305186054302,-92
1305186056688,-92
1305186059446,-86
1305186062155,-87
1305186064684,-87
1305186068157,-92
1305186070565,-92
1305186072936,-87
1305186075533,-87
1305186078098,-82
1305186081152,-85
1305186083510,-85
1305186085874,-85
1305186089024,-88
1305186091926,-88
1305186095473,-86
1305186098362,-86
1305186100860,-83
1305186103457,-86
1305186105851,-86
1305186109100,-92
1305186111335,-92
1305186113687,-85
1305186116363,-86
1305186118943,-86
1305186121722,-85
1305186124352,-84
1305186127148,-88
1305186130097,-86
1305186133891,-88
1305186136219,-88
1305186139035,-92
1305186141728,-85
1305186143860,-92
1305186145995,-86
1305186149559,-87
1305186151941,-87
1305186154744,-86
1305186158328,-87
1305186161336,-87
1305186164312,-87
1305186167692,-87
1305186170639,-87
1305186173897,-86
1305186176802,-86
1305186179830,-86
1305186182835,-92
1305186185122,-88
1305186187637,-84
1305186190102,-86
1305186193737,-86
1305186196742,-86
1305186200260,-87
1305186202953,-87
1305186206112,-87
1305186208908,-87
1305186212080,-86
1305186214724,-82
1305186217557,-82
1305186227856,-92
1305186230110,-92
1305186233077,-86
1305186235789,-88
1305186238419,-88
1305186240787,-89
1305186244658,-86
1305186247226,-86
1305186250244,-85
1305186252790,-85
1305186255723,-86
1305186258557,-89
1305186261138,-86
1305186266951,-86
1305186268827,-86
1305186271050,-88
1305186273410,-94
1305186276186,-92
1305186279197,-87
1305186282725,-87
1305186285351,-87
1305186287672,-89
1305186292102,-87
1305186294555,-87
1305186297563,-87
1305186300225,-92
1305186302553,-88
1305186305021,-87
1305186307489,-92
1305186311056,-88
1305186313618,-88
1305186316200,-85
1305186318437,-85
1305186321449,-86
1305186324214,-87
1305186327171,-87
1305186330703,-88
1305186332444,-88
1305186336177,-86
1305186338986,-87
1305186341989,-87
1305186344796,-86
1305186347906,-87
