"","x"
"8250",-60.71
"8251",-60.71
"8252",-60.7133333333333
"8253",-60.7133333333333
"8254",-60.7566666666667
"8255",-60.7566666666667
"8256",-60.7933333333333
"8257",-60.7933333333333
"8258",-60.79
"8259",-60.7866666666667
"8260",-60.7966666666667
"8261",-60.7966666666667
"8262",-60.7866666666667
"8263",-60.77
"8264",-60.75
"8265",-60.7533333333333
"8266",-60.8
"8267",-60.7733333333333
"8268",-60.82
"8269",-60.8233333333333
"8270",-60.7966666666667
"8271",-60.7533333333333
"8272",-60.71
"8273",-60.71
"8274",-60.66
"8275",-60.6333333333333
"8276",-60.66
"8277",-60.6166666666667
"8278",-60.5666666666667
"8279",-60.5266666666667
"8280",-60.5166666666667
"8281",-60.53
"8282",-60.51
"8283",-60.53
"8284",-60.5566666666667
"8285",-60.5566666666667
"8286",-60.51
"8287",-60.55
"8288",-60.58
"8289",-60.56
"8290",-60.53
"8291",-60.5033333333333
"8292",-60.4933333333333
"8293",-60.4866666666667
"8294",-60.5166666666667
"8295",-60.5233333333333
"8296",-60.53
"8297",-60.5733333333333
"8298",-60.6266666666667
"8299",-60.6866666666667
"8300",-60.6633333333333
"8301",-60.6333333333333
"8302",-60.6333333333333
"8303",-60.5866666666667
"8304",-60.6366666666667
"8305",-60.62
"8306",-60.6733333333333
"8307",-60.68
"8308",-60.63
"8309",-60.58
"8310",-60.63
"8311",-60.6333333333333
"8312",-60.6633333333333
"8313",-60.6633333333333
"8314",-60.6666666666667
"8315",-60.72
"8316",-60.6766666666667
"8317",-60.7066666666667
"8318",-60.7266666666667
"8319",-60.68
"8320",-60.6666666666667
"8321",-60.6166666666667
"8322",-60.6466666666667
"8323",-60.6366666666667
"8324",-60.6566666666667
"8325",-60.63
"8326",-60.62
"8327",-60.63
"8328",-60.65
"8329",-60.6566666666667
"8330",-60.6733333333333
"8331",-60.7033333333333
"8332",-60.7033333333333
"8333",-60.7066666666667
"8334",-60.71
"8335",-60.7433333333333
"8336",-60.78
"8337",-60.8033333333333
"8338",-60.7733333333333
"8339",-60.72
"8340",-60.7266666666667
"8341",-60.6966666666667
"8342",-60.6666666666667
"8343",-60.5733333333333
"8344",-60.6266666666667
"8345",-60.6466666666667
"8346",-60.6966666666667
"8347",-60.71
"8348",-60.7133333333333
"8349",-60.7
"8350",-60.72
"8351",-60.7666666666667
"8352",-60.79
"8353",-60.76
"8354",-60.82
"8355",-60.8233333333333
"8356",-60.83
"8357",-60.7833333333333
"8358",-60.78
"8359",-60.82
"8360",-60.8666666666667
"8361",-60.8666666666667
"8362",-60.9166666666667
"8363",-60.92
"8364",-60.9266666666667
"8365",-60.9233333333333
"8366",-60.9666666666667
"8367",-60.9166666666667
"8368",-60.9133333333333
"8369",-60.94
"8370",-60.9233333333333
"8371",-60.9
"8372",-60.94
"8373",-60.96
"8374",-60.9633333333333
"8375",-60.9566666666667
"8376",-60.9566666666667
"8377",-60.9566666666667
"8378",-60.9666666666667
"8379",-61.0066666666667
"8380",-60.9666666666667
"8381",-61.0033333333333
"8382",-61.05
"8383",-61.0466666666667
"8384",-61.0433333333333
"8385",-61.02
"8386",-61.0566666666667
"8387",-61.0833333333333
"8388",-61.06
"8389",-61.0533333333333
"8390",-61.0333333333333
"8391",-61.0833333333333
"8392",-61.05
"8393",-61.0633333333333
"8394",-61.06
"8395",-61.04
"8396",-61.0833333333333
"8397",-61.1133333333333
"8398",-61.1133333333333
"8399",-61.1133333333333
"8400",-61.1366666666667
"8401",-61.1566666666667
"8402",-61.1533333333333
"8403",-61.1133333333333
"8404",-61.13
"8405",-61.1233333333333
"8406",-61.11
"8407",-61.09
"8408",-61.0866666666667
"8409",-61.0866666666667
"8410",-61.1033333333333
"8411",-61.1533333333333
"8412",-61.14
"8413",-61.0533333333333
"8414",-61.01
"8415",-61.03
"8416",-61.0733333333333
"8417",-61.0833333333333
"8418",-61.12
"8419",-61.1166666666667
"8420",-61.1
"8421",-61.19
"8422",-61.2266666666667
"8423",-61.26
"8424",-61.2633333333333
"8425",-61.2666666666667
"8426",-61.2933333333333
"8427",-61.2866666666667
"8428",-61.3
"8429",-61.3066666666667
"8430",-61.31
"8431",-61.2833333333333
"8432",-61.2866666666667
"8433",-61.28
"8434",-61.31
"8435",-61.34
"8436",-61.37
"8437",-61.3166666666667
"8438",-61.3266666666667
"8439",-61.2733333333333
"8440",-61.2866666666667
"8441",-61.2966666666667
"8442",-61.3166666666667
"8443",-61.3266666666667
"8444",-61.3766666666667
"8445",-61.3266666666667
"8446",-61.3266666666667
"8447",-61.25
"8448",-61.2466666666667
"8449",-61.33
"8450",-61.3766666666667
"8451",-61.38
"8452",-61.4033333333333
"8453",-61.4066666666667
"8454",-61.39
"8455",-61.3666666666667
"8456",-61.3666666666667
"8457",-61.32
"8458",-61.35
"8459",-61.3733333333333
"8460",-61.3166666666667
"8461",-61.2566666666667
"8462",-61.2933333333333
"8463",-61.3166666666667
"8464",-61.2933333333333
"8465",-61.2766666666667
"8466",-61.2933333333333
"8467",-61.2833333333333
"8468",-61.2866666666667
"8469",-61.2466666666667
"8470",-61.25
"8471",-61.2533333333333
"8472",-61.2533333333333
"8473",-61.2966666666667
"8474",-61.29
"8475",-61.31
"8476",-61.3066666666667
"8477",-61.3366666666667
"8478",-61.35
"8479",-61.3566666666667
"8480",-61.39
"8481",-61.41
"8482",-61.43
"8483",-61.4333333333333
"8484",-61.4366666666667
"8485",-61.4233333333333
"8486",-61.3366666666667
"8487",-61.3566666666667
"8488",-61.31
"8489",-61.3366666666667
"8490",-61.2933333333333
"8491",-61.27
"8492",-61.2266666666667
"8493",-61.2366666666667
"8494",-61.21
"8495",-61.2233333333333
"8496",-61.2433333333333
"8497",-61.2433333333333
"8498",-61.22
"8499",-61.1666666666667
"8500",-61.1133333333333
"8501",-61.13
"8502",-61.1766666666667
"8503",-61.2166666666667
"8504",-61.2266666666667
"8505",-61.2233333333333
"8506",-61.2133333333333
"8507",-61.2
"8508",-61.2133333333333
"8509",-61.14
"8510",-61.1166666666667
"8511",-61.1166666666667
"8512",-61.12
"8513",-61.1666666666667
"8514",-61.19
"8515",-61.2533333333333
"8516",-61.22
"8517",-61.22
"8518",-61.1966666666667
"8519",-61.22
"8520",-61.21
"8521",-61.1666666666667
"8522",-61.1933333333333
"8523",-61.22
"8524",-61.2066666666667
"8525",-61.2666666666667
"8526",-61.27
"8527",-61.2433333333333
"8528",-61.2666666666667
"8529",-61.3166666666667
"8530",-61.3166666666667
"8531",-61.27
"8532",-61.2666666666667
"8533",-61.2333333333333
"8534",-61.2166666666667
"8535",-61.1966666666667
"8536",-61.2233333333333
"8537",-61.1633333333333
"8538",-61.1633333333333
"8539",-61.1366666666667
"8540",-61.1133333333333
"8541",-61.14
"8542",-61.1666666666667
"8543",-61.0933333333333
"8544",-61.0466666666667
"8545",-60.9933333333333
"8546",-61.0033333333333
"8547",-61.0433333333333
"8548",-61.0466666666667
"8549",-61.0433333333333
"8550",-61.0533333333333
"8551",-61.0566666666667
"8552",-61.1366666666667
"8553",-61.1566666666667
"8554",-61.1533333333333
"8555",-61.1666666666667
"8556",-61.16
"8557",-61.1666666666667
"8558",-61.15
"8559",-61.1566666666667
"8560",-61.1766666666667
"8561",-61.1966666666667
"8562",-61.1866666666667
"8563",-61.2166666666667
"8564",-61.2233333333333
"8565",-61.2266666666667
"8566",-61.1866666666667
"8567",-61.1766666666667
"8568",-61.15
"8569",-61.1633333333333
"8570",-61.2133333333333
"8571",-61.2466666666667
"8572",-61.2266666666667
"8573",-61.23
"8574",-61.2533333333333
"8575",-61.3
"8576",-61.28
"8577",-61.28
"8578",-61.3266666666667
"8579",-61.3233333333333
"8580",-61.38
"8581",-61.3533333333333
"8582",-61.3566666666667
"8583",-61.3266666666667
"8584",-61.2766666666667
"8585",-61.2633333333333
"8586",-61.28
"8587",-61.2666666666667
"8588",-61.24
"8589",-61.24
"8590",-61.26
"8591",-61.2666666666667
"8592",-61.26
"8593",-61.2933333333333
"8594",-61.26
"8595",-61.29
"8596",-61.3333333333333
"8597",-61.33
"8598",-61.2833333333333
"8599",-61.2766666666667
"8600",-61.3133333333333
"8601",-61.34
"8602",-61.3533333333333
"8603",-61.4033333333333
"8604",-61.36
"8605",-61.38
"8606",-61.3766666666667
"8607",-61.33
"8608",-61.3333333333333
"8609",-61.41
"8610",-61.3866666666667
"8611",-61.4333333333333
"8612",-61.3766666666667
"8613",-61.4233333333333
"8614",-61.45
"8615",-61.45
"8616",-61.4566666666667
"8617",-61.5166666666667
"8618",-61.5166666666667
"8619",-61.5633333333333
"8620",-61.5766666666667
"8621",-61.6066666666667
"8622",-61.5933333333333
"8623",-61.6
"8624",-61.5566666666667
"8625",-61.5566666666667
"8626",-61.57
"8627",-61.6166666666667
"8628",-61.5933333333333
"8629",-61.6366666666667
"8630",-61.63
"8631",-61.63
"8632",-61.6033333333333
"8633",-61.6466666666667
"8634",-61.6833333333333
"8635",-61.66
"8636",-61.6233333333333
"8637",-61.6266666666667
"8638",-61.6833333333333
"8639",-61.7333333333333
"8640",-61.7266666666667
"8641",-61.78
"8642",-61.8133333333333
"8643",-61.8233333333333
"8644",-61.7866666666667
"8645",-61.7966666666667
"8646",-61.7666666666667
"8647",-61.7733333333333
"8648",-61.77
"8649",-61.7933333333333
"8650",-61.7966666666667
"8651",-61.7866666666667
"8652",-61.77
"8653",-61.7766666666667
"8654",-61.7
"8655",-61.73
"8656",-61.7333333333333
"8657",-61.7633333333333
"8658",-61.8133333333333
"8659",-61.8333333333333
"8660",-61.7833333333333
"8661",-61.7866666666667
"8662",-61.77
"8663",-61.82
"8664",-61.8433333333333
"8665",-61.8833333333333
"8666",-61.89
"8667",-61.93
"8668",-61.9333333333333
"8669",-61.9466666666667
"8670",-61.97
"8671",-61.9766666666667
"8672",-61.9866666666667
"8673",-61.9866666666667
"8674",-61.96
"8675",-61.9466666666667
"8676",-61.99
"8677",-62.04
"8678",-62.08
"8679",-62.0766666666667
"8680",-62.0866666666667
"8681",-62.0533333333333
"8682",-62.0166666666667
"8683",-62.05
"8684",-62.09
"8685",-62.0766666666667
"8686",-62.0366666666667
"8687",-62.0233333333333
"8688",-62.0533333333333
"8689",-62.0933333333333
"8690",-62.13
"8691",-62.0966666666667
"8692",-62.0966666666667
"8693",-62.09
"8694",-62.09
"8695",-62.1333333333333
"8696",-62.0966666666667
"8697",-62.0733333333333
"8698",-62.12
"8699",-62.17
"8700",-62.1633333333333
"8701",-62.1733333333333
"8702",-62.17
"8703",-62.14
"8704",-62.1766666666667
"8705",-62.1866666666667
"8706",-62.1866666666667
"8707",-62.1966666666667
"8708",-62.2366666666667
"8709",-62.2466666666667
"8710",-62.25
"8711",-62.2433333333333
"8712",-62.2633333333333
"8713",-62.2833333333333
"8714",-62.27
"8715",-62.2766666666667
"8716",-62.29
"8717",-62.2933333333333
"8718",-62.2633333333333
"8719",-62.3133333333333
"8720",-62.3166666666667
"8721",-62.23
"8722",-62.2
"8723",-62.1533333333333
"8724",-62.1133333333333
"8725",-62.1166666666667
"8726",-62.0766666666667
"8727",-62.08
"8728",-62.0966666666667
"8729",-62.1
"8730",-62.13
"8731",-62.1233333333333
"8732",-62.1666666666667
"8733",-62.15
"8734",-62.12
"8735",-62.1466666666667
"8736",-62.1766666666667
"8737",-62.22
"8738",-62.1966666666667
"8739",-62.19
"8740",-62.1966666666667
"8741",-62.19
"8742",-62.19
"8743",-62.1666666666667
"8744",-62.15
"8745",-62.1766666666667
"8746",-62.1933333333333
"8747",-62.2366666666667
"8748",-62.2166666666667
"8749",-62.1433333333333
"8750",-62.15
"8751",-62.1866666666667
"8752",-62.2033333333333
"8753",-62.2133333333333
"8754",-62.2633333333333
"8755",-62.28
"8756",-62.26
"8757",-62.29
"8758",-62.2666666666667
"8759",-62.2866666666667
"8760",-62.3066666666667
"8761",-62.3066666666667
"8762",-62.2833333333333
"8763",-62.3133333333333
"8764",-62.3133333333333
"8765",-62.32
"8766",-62.3166666666667
"8767",-62.3466666666667
"8768",-62.3033333333333
"8769",-62.3366666666667
"8770",-62.34
"8771",-62.3233333333333
"8772",-62.33
"8773",-62.3
"8774",-62.33
"8775",-62.31
"8776",-62.38
"8777",-62.3266666666667
"8778",-62.3333333333333
"8779",-62.34
"8780",-62.3433333333333
"8781",-62.3166666666667
"8782",-62.32
"8783",-62.33
"8784",-62.33
"8785",-62.3333333333333
"8786",-62.35
"8787",-62.32
"8788",-62.39
"8789",-62.4066666666667
"8790",-62.45
"8791",-62.4266666666667
"8792",-62.4266666666667
"8793",-62.4233333333333
"8794",-62.4366666666667
"8795",-62.4266666666667
"8796",-62.4366666666667
"8797",-62.43
"8798",-62.4266666666667
"8799",-62.4566666666667
"8800",-62.4666666666667
"8801",-62.4433333333333
"8802",-62.3933333333333
"8803",-62.37
"8804",-62.34
"8805",-62.3166666666667
"8806",-62.3466666666667
"8807",-62.3466666666667
"8808",-62.33
"8809",-62.38
"8810",-62.3633333333333
"8811",-62.3666666666667
"8812",-62.4066666666667
"8813",-62.3733333333333
"8814",-62.3466666666667
"8815",-62.3266666666667
"8816",-62.3266666666667
"8817",-62.3
"8818",-62.3
"8819",-62.28
"8820",-62.2366666666667
"8821",-62.2766666666667
"8822",-62.27
"8823",-62.2533333333333
"8824",-62.26
"8825",-62.2066666666667
"8826",-62.2066666666667
"8827",-62.1833333333333
"8828",-62.1566666666667
"8829",-62.1433333333333
"8830",-62.19
"8831",-62.23
"8832",-62.2333333333333
"8833",-62.2233333333333
"8834",-62.28
"8835",-62.3166666666667
"8836",-62.2966666666667
"8837",-62.27
"8838",-62.2666666666667
"8839",-62.2466666666667
"8840",-62.2466666666667
"8841",-62.23
"8842",-62.2
"8843",-62.1866666666667
"8844",-62.1866666666667
"8845",-62.18
"8846",-62.2133333333333
"8847",-62.2
"8848",-62.19
"8849",-62.1866666666667
"8850",-62.23
"8851",-62.2433333333333
"8852",-62.2133333333333
"8853",-62.1966666666667
"8854",-62.2066666666667
"8855",-62.1933333333333
"8856",-62.18
"8857",-62.22
"8858",-62.2533333333333
"8859",-62.2233333333333
"8860",-62.2666666666667
"8861",-62.32
"8862",-62.3166666666667
"8863",-62.2933333333333
"8864",-62.3133333333333
"8865",-62.3233333333333
"8866",-62.3433333333333
"8867",-62.3333333333333
"8868",-62.3466666666667
"8869",-62.38
"8870",-62.3666666666667
"8871",-62.33
"8872",-62.3533333333333
"8873",-62.3466666666667
"8874",-62.35
"8875",-62.34
"8876",-62.35
"8877",-62.3566666666667
"8878",-62.35
"8879",-62.3633333333333
"8880",-62.3733333333333
"8881",-62.38
"8882",-62.37
"8883",-62.39
"8884",-62.4333333333333
"8885",-62.4633333333333
"8886",-62.47
"8887",-62.49
"8888",-62.52
"8889",-62.5
"8890",-62.5266666666667
"8891",-62.5266666666667
"8892",-62.5133333333333
"8893",-62.52
"8894",-62.56
"8895",-62.5333333333333
"8896",-62.5066666666667
"8897",-62.4666666666667
"8898",-62.5
"8899",-62.4933333333333
"8900",-62.48
"8901",-62.46
"8902",-62.4733333333333
"8903",-62.4866666666667
"8904",-62.52
"8905",-62.4833333333333
"8906",-62.46
"8907",-62.49
"8908",-62.4933333333333
"8909",-62.46
"8910",-62.4366666666667
"8911",-62.3666666666667
"8912",-62.39
"8913",-62.3533333333333
"8914",-62.3333333333333
"8915",-62.32
"8916",-62.3733333333333
"8917",-62.29
"8918",-62.27
"8919",-62.2466666666667
"8920",-62.2166666666667
"8921",-62.2266666666667
"8922",-62.2566666666667
"8923",-62.25
"8924",-62.2766666666667
"8925",-62.28
"8926",-62.2533333333333
"8927",-62.2
"8928",-62.2366666666667
"8929",-62.2166666666667
"8930",-62.2466666666667
"8931",-62.2166666666667
"8932",-62.2466666666667
"8933",-62.2433333333333
"8934",-62.2666666666667
"8935",-62.28
"8936",-62.27
"8937",-62.2333333333333
"8938",-62.1733333333333
"8939",-62.1233333333333
"8940",-62.1266666666667
"8941",-62.1233333333333
"8942",-62.07
"8943",-62.11
"8944",-62.1033333333333
"8945",-62.1233333333333
"8946",-62.1333333333333
"8947",-62.1566666666667
"8948",-62.1366666666667
"8949",-62.1033333333333
"8950",-62.0633333333333
"8951",-62.0666666666667
"8952",-62.1033333333333
"8953",-62.1266666666667
"8954",-62.15
"8955",-62.1333333333333
"8956",-62.12
"8957",-62.1266666666667
"8958",-62.12
"8959",-62.0866666666667
"8960",-62.1033333333333
"8961",-62.1133333333333
"8962",-62.11
"8963",-62.0566666666667
"8964",-62.0066666666667
"8965",-61.9766666666667
"8966",-61.9533333333333
"8967",-61.9566666666667
"8968",-62.0133333333333
"8969",-61.97
"8970",-61.9833333333333
"8971",-62.02
"8972",-61.9966666666667
"8973",-61.9566666666667
"8974",-61.98
"8975",-61.96
"8976",-61.9033333333333
"8977",-61.88
"8978",-61.8266666666667
"8979",-61.8266666666667
"8980",-61.8366666666667
"8981",-61.8233333333333
"8982",-61.8633333333333
"8983",-61.8333333333333
"8984",-61.8033333333333
"8985",-61.8033333333333
"8986",-61.84
"8987",-61.8033333333333
"8988",-61.7766666666667
"8989",-61.73
"8990",-61.7
"8991",-61.68
"8992",-61.7166666666667
"8993",-61.7566666666667
"8994",-61.77
"8995",-61.7266666666667
"8996",-61.7133333333333
"8997",-61.75
"8998",-61.7433333333333
"8999",-61.72
"9000",-61.7066666666667
"9001",-61.68
"9002",-61.6933333333333
"9003",-61.7266666666667
"9004",-61.7
"9005",-61.73
"9006",-61.7666666666667
"9007",-61.8166666666667
"9008",-61.7633333333333
"9009",-61.7866666666667
"9010",-61.8233333333333
"9011",-61.81
"9012",-61.79
"9013",-61.8
"9014",-61.8166666666667
"9015",-61.85
"9016",-61.8133333333333
"9017",-61.85
"9018",-61.8766666666667
"9019",-61.82
"9020",-61.8366666666667
"9021",-61.8333333333333
"9022",-61.8666666666667
"9023",-61.8933333333333
"9024",-61.9133333333333
"9025",-61.9066666666667
"9026",-61.91
"9027",-61.9033333333333
"9028",-61.93
"9029",-61.92
"9030",-61.89
"9031",-61.93
"9032",-61.91
"9033",-61.9466666666667
"9034",-61.9766666666667
"9035",-61.9633333333333
"9036",-61.9333333333333
"9037",-61.8966666666667
"9038",-61.9333333333333
"9039",-61.93
"9040",-61.9166666666667
"9041",-61.95
"9042",-61.9633333333333
"9043",-61.9666666666667
"9044",-61.9833333333333
"9045",-61.9866666666667
"9046",-61.98
"9047",-61.9366666666667
"9048",-61.9433333333333
"9049",-61.98
"9050",-61.9666666666667
"9051",-61.9333333333333
"9052",-61.8966666666667
"9053",-61.8933333333333
"9054",-61.8366666666667
"9055",-61.86
"9056",-61.8566666666667
"9057",-61.85
"9058",-61.8333333333333
"9059",-61.79
"9060",-61.7466666666667
"9061",-61.7266666666667
"9062",-61.7033333333333
"9063",-61.69
"9064",-61.6633333333333
"9065",-61.7
"9066",-61.71
"9067",-61.69
"9068",-61.7366666666667
"9069",-61.7133333333333
"9070",-61.7266666666667
"9071",-61.76
"9072",-61.78
"9073",-61.8133333333333
"9074",-61.8166666666667
"9075",-61.8133333333333
"9076",-61.7633333333333
"9077",-61.7566666666667
"9078",-61.7666666666667
"9079",-61.7633333333333
"9080",-61.77
"9081",-61.7666666666667
"9082",-61.7333333333333
"9083",-61.7166666666667
"9084",-61.72
"9085",-61.7066666666667
"9086",-61.7333333333333
"9087",-61.7166666666667
"9088",-61.6433333333333
"9089",-61.6233333333333
"9090",-61.5866666666667
"9091",-61.6266666666667
"9092",-61.6733333333333
"9093",-61.6766666666667
"9094",-61.6933333333333
"9095",-61.72
"9096",-61.7366666666667
"9097",-61.7433333333333
"9098",-61.79
"9099",-61.76
"9100",-61.78
"9101",-61.8033333333333
"9102",-61.8666666666667
"9103",-61.89
"9104",-61.8933333333333
"9105",-61.9266666666667
"9106",-61.88
"9107",-61.9133333333333
"9108",-61.9533333333333
"9109",-61.9333333333333
"9110",-61.9233333333333
"9111",-61.8933333333333
"9112",-61.8466666666667
"9113",-61.8933333333333
"9114",-61.9033333333333
"9115",-61.8433333333333
"9116",-61.8633333333333
"9117",-61.8566666666667
"9118",-61.8566666666667
"9119",-61.8566666666667
"9120",-61.9266666666667
"9121",-61.9133333333333
"9122",-61.9233333333333
"9123",-61.9566666666667
"9124",-61.9666666666667
"9125",-61.9466666666667
"9126",-61.9666666666667
"9127",-61.9966666666667
"9128",-61.97
"9129",-61.96
"9130",-61.9433333333333
"9131",-61.9433333333333
"9132",-61.9633333333333
"9133",-61.9666666666667
"9134",-61.9133333333333
"9135",-61.9
"9136",-61.8833333333333
"9137",-61.8966666666667
"9138",-61.9233333333333
"9139",-61.9666666666667
"9140",-61.9866666666667
"9141",-61.9633333333333
"9142",-61.9433333333333
"9143",-61.9733333333333
"9144",-61.9666666666667
"9145",-62.0033333333333
"9146",-61.9866666666667
"9147",-62.01
"9148",-61.9966666666667
"9149",-61.98
"9150",-61.9266666666667
"9151",-61.94
"9152",-61.8966666666667
"9153",-61.8933333333333
"9154",-61.8866666666667
"9155",-61.8966666666667
"9156",-61.9166666666667
"9157",-61.8666666666667
"9158",-61.8266666666667
"9159",-61.8566666666667
"9160",-61.81
"9161",-61.7866666666667
"9162",-61.8233333333333
"9163",-61.8066666666667
"9164",-61.7766666666667
"9165",-61.7566666666667
"9166",-61.7766666666667
"9167",-61.82
"9168",-61.8566666666667
"9169",-61.8366666666667
"9170",-61.8466666666667
"9171",-61.8733333333333
"9172",-61.8533333333333
"9173",-61.8833333333333
"9174",-61.9233333333333
"9175",-61.8733333333333
"9176",-61.8833333333333
"9177",-61.8966666666667
"9178",-61.8833333333333
"9179",-61.8866666666667
"9180",-61.8466666666667
"9181",-61.8633333333333
"9182",-61.91
"9183",-61.9133333333333
"9184",-61.91
"9185",-61.8933333333333
"9186",-61.9166666666667
"9187",-61.87
"9188",-61.8266666666667
"9189",-61.8166666666667
"9190",-61.78
"9191",-61.8
"9192",-61.8433333333333
"9193",-61.7766666666667
"9194",-61.73
"9195",-61.7166666666667
"9196",-61.7633333333333
"9197",-61.8066666666667
"9198",-61.7966666666667
"9199",-61.7833333333333
"9200",-61.7666666666667
"9201",-61.7966666666667
"9202",-61.79
"9203",-61.7466666666667
"9204",-61.7533333333333
"9205",-61.7966666666667
"9206",-61.77
"9207",-61.7433333333333
"9208",-61.7833333333333
"9209",-61.75
"9210",-61.7633333333333
"9211",-61.7633333333333
"9212",-61.76
"9213",-61.7466666666667
"9214",-61.7766666666667
"9215",-61.7366666666667
"9216",-61.7366666666667
"9217",-61.7533333333333
"9218",-61.7866666666667
"9219",-61.8066666666667
"9220",-61.8066666666667
"9221",-61.8033333333333
"9222",-61.8
"9223",-61.8233333333333
"9224",-61.83
"9225",-61.8766666666667
"9226",-61.9266666666667
"9227",-61.9633333333333
"9228",-61.9433333333333
"9229",-61.9133333333333
"9230",-61.92
"9231",-61.98
"9232",-61.9966666666667
"9233",-61.95
"9234",-61.94
"9235",-61.92
"9236",-61.98
"9237",-61.9633333333333
"9238",-61.9733333333333
"9239",-62.0133333333333
"9240",-61.9833333333333
"9241",-61.9333333333333
"9242",-61.9466666666667
"9243",-61.8966666666667
"9244",-61.9333333333333
"9245",-61.92
"9246",-61.9
"9247",-61.8666666666667
"9248",-61.9233333333333
"9249",-61.9566666666667
"9250",-61.9466666666667
"9251",-61.9266666666667
"9252",-61.9466666666667
"9253",-61.9166666666667
"9254",-61.8866666666667
"9255",-61.87
"9256",-61.87
"9257",-61.83
"9258",-61.8
"9259",-61.7666666666667
"9260",-61.79
"9261",-61.7866666666667
"9262",-61.7666666666667
"9263",-61.7666666666667
"9264",-61.8033333333333
"9265",-61.7933333333333
"9266",-61.7733333333333
"9267",-61.7766666666667
"9268",-61.7266666666667
"9269",-61.75
"9270",-61.7333333333333
"9271",-61.71
"9272",-61.7133333333333
"9273",-61.7033333333333
"9274",-61.6966666666667
"9275",-61.6866666666667
"9276",-61.74
"9277",-61.75
"9278",-61.75
"9279",-61.7333333333333
"9280",-61.7
"9281",-61.71
"9282",-61.6833333333333
"9283",-61.73
"9284",-61.76
"9285",-61.77
"9286",-61.72
"9287",-61.73
"9288",-61.7466666666667
"9289",-61.7433333333333
"9290",-61.7666666666667
"9291",-61.8066666666667
"9292",-61.75
"9293",-61.7566666666667
"9294",-61.71
"9295",-61.72
"9296",-61.7833333333333
"9297",-61.7333333333333
"9298",-61.69
"9299",-61.6833333333333
"9300",-61.68
"9301",-61.7133333333333
"9302",-61.6933333333333
"9303",-61.6966666666667
"9304",-61.69
"9305",-61.6466666666667
"9306",-61.6233333333333
"9307",-61.5833333333333
"9308",-61.5733333333333
"9309",-61.5433333333333
"9310",-61.53
"9311",-61.54
"9312",-61.53
"9313",-61.5433333333333
"9314",-61.52
"9315",-61.4633333333333
"9316",-61.4433333333333
"9317",-61.42
"9318",-61.41
"9319",-61.41
"9320",-61.4333333333333
"9321",-61.4566666666667
"9322",-61.4166666666667
"9323",-61.4266666666667
"9324",-61.4066666666667
"9325",-61.43
"9326",-61.44
"9327",-61.4633333333333
"9328",-61.42
"9329",-61.47
"9330",-61.51
"9331",-61.46
"9332",-61.4566666666667
"9333",-61.4466666666667
"9334",-61.4233333333333
"9335",-61.3766666666667
"9336",-61.39
"9337",-61.3866666666667
"9338",-61.3633333333333
"9339",-61.3433333333333
"9340",-61.3433333333333
"9341",-61.2933333333333
"9342",-61.2466666666667
"9343",-61.2433333333333
"9344",-61.19
"9345",-61.1666666666667
"9346",-61.15
"9347",-61.19
"9348",-61.1666666666667
"9349",-61.18
"9350",-61.17
"9351",-61.17
"9352",-61.1866666666667
"9353",-61.1866666666667
"9354",-61.21
"9355",-61.1766666666667
"9356",-61.1766666666667
"9357",-61.19
"9358",-61.1866666666667
"9359",-61.1833333333333
"9360",-61.2266666666667
"9361",-61.2733333333333
"9362",-61.2966666666667
"9363",-61.2966666666667
"9364",-61.3433333333333
"9365",-61.32
"9366",-61.3066666666667
"9367",-61.37
"9368",-61.3266666666667
"9369",-61.3266666666667
"9370",-61.2833333333333
"9371",-61.2366666666667
"9372",-61.2433333333333
"9373",-61.1933333333333
"9374",-61.1433333333333
"9375",-61.1966666666667
"9376",-61.2233333333333
"9377",-61.2333333333333
"9378",-61.2
"9379",-61.2266666666667
"9380",-61.2166666666667
"9381",-61.2666666666667
"9382",-61.3166666666667
"9383",-61.3566666666667
"9384",-61.3566666666667
"9385",-61.3933333333333
"9386",-61.3433333333333
"9387",-61.34
"9388",-61.38
"9389",-61.4
"9390",-61.4
"9391",-61.41
"9392",-61.35
"9393",-61.3333333333333
"9394",-61.3366666666667
"9395",-61.34
"9396",-61.2866666666667
"9397",-61.3366666666667
"9398",-61.3433333333333
"9399",-61.3966666666667
"9400",-61.36
"9401",-61.32
"9402",-61.2533333333333
"9403",-61.25
"9404",-61.2566666666667
"9405",-61.2366666666667
"9406",-61.2466666666667
"9407",-61.2
"9408",-61.19
"9409",-61.1466666666667
"9410",-61.1933333333333
"9411",-61.1866666666667
"9412",-61.2266666666667
"9413",-61.2033333333333
"9414",-61.2
"9415",-61.19
"9416",-61.1666666666667
"9417",-61.2133333333333
"9418",-61.21
"9419",-61.1766666666667
"9420",-61.1033333333333
"9421",-61.1233333333333
"9422",-61.0733333333333
"9423",-61.0433333333333
"9424",-61.0233333333333
"9425",-61.0433333333333
"9426",-61.0466666666667
"9427",-61.06
"9428",-61.0866666666667
"9429",-61.0933333333333
"9430",-61.0633333333333
"9431",-61.0266666666667
"9432",-61.0233333333333
"9433",-61.02
"9434",-61.0333333333333
"9435",-61.0033333333333
"9436",-61.02
"9437",-61.05
"9438",-61.04
"9439",-61.01
"9440",-60.9666666666667
"9441",-61.0133333333333
"9442",-61.0133333333333
"9443",-60.9833333333333
"9444",-60.9833333333333
"9445",-60.9633333333333
