304943910910000,1
304944479860000,2
304945026880000,3
304945632529000,4
304946179587000,5
304946707040000,6
304947332517000,7
304947843094000,8
304948487707000,9
304949015279000,10
304949640336000,11
304950189718000,12
304950854245000,13
304951498858000,14
304953120943000,15
304953804953000,16
304954468685000,17
304954957084000,18
304955543140000,19
304956090614000,20
304956676254000,21
304957224088000,22
304957809480000,23
304958376289000,24
304958903605000,25
304959528894000,26
304960193173000,27
304960701056000,28
304961209034000,29
304961814903000,30
304962361942000,31
304962928714000,32
304963514866000,33
304964081672000,34
304964648547000,35
304965215071000,36
304965742908000,37
304966329060000,38
304966859302000,39
304967464891000,40
304968051089000,41
304968598394000,42
304969164754000,43
304969711516000,44
304970219718000,45
304970805579000,46
304971372375000,47
304971899873000,48
304972466542000,49
304973013494000,50
304973638911000,51
304975924957000,52
