313294900159000,19142000,0.5395756
313294919821000,19662000,0.48415375
313294939219000,19398000,0.33342743
313294958826000,19607000,0.16328335
313294978414000,19588000,0.030446053
313294997875000,19461000,-0.06558609
313295019921000,22046000,-0.010544777
313295045485000,25564000,0.0992918
313295067299000,21814000,0.09295845
313295085783000,18484000,-0.066996574
313295105249000,19466000,-0.09315014
313295124842000,19593000,-0.023514748
313295144660000,19818000,0.008145332
313295163935000,19275000,0.002131462
313295183393000,19458000,0.20761585
313295203081000,19688000,0.14580822
313295222509000,19428000,0.12304783
313295242012000,19503000,0.15827179
313295261879000,19867000,0.09798145
313295281283000,19404000,-0.1921339
313295300765000,19482000,-0.041841507
313295320147000,19382000,-0.25556183
313295339670000,19523000,-0.3159647
313295359213000,19543000,-0.16525745
313295379067000,19854000,0.23526192
313295399041000,19974000,0.11971569
313295417829000,18788000,0.06260204
313295437380000,19551000,0.025499344
313295456904000,19524000,0.008118629
313295476456000,19552000,0.048485756
313295496347000,19891000,-0.045171738
313295515511000,19164000,0.014243126
313295535056000,19545000,0.07338047
313295554585000,19529000,-0.059378624
313295574122000,19537000,-0.077614784
313295593647000,19525000,-0.038764
313295613742000,20095000,0.15300846
313295632734000,18992000,-0.11510754
313295652728000,19994000,-0.019469261
313295671945000,19217000,-5.340576E-4
313295691563000,19618000,-0.09653568
313295710964000,19401000,-0.17330647
313295730655000,19691000,-0.1540966
313295750044000,19389000,-0.057894707
313295769752000,19708000,-0.09519863
313295789180000,19428000,0.098002434
313295808831000,19651000,-0.20608425
313295828544000,19713000,-0.260499
313295848057000,19513000,-0.19934559
313295867414000,19357000,-0.27156544
313295887145000,19731000,-0.26629543
313295906356000,19211000,0.21872139
313295926242000,19886000,0.4174404
313295945763000,19521000,0.21454906
313295965326000,19563000,-0.16066933
313295984692000,19366000,-0.24911976
313296004006000,19314000,0.10207462
313296023603000,19597000,-0.103201866
313296043108000,19505000,-0.060486794
313296062841000,19733000,-0.19107819
313296082185000,19344000,0.041516304
313296101826000,19641000,0.12034702
313296121111000,19285000,0.16048336
313296140629000,19518000,0.16193485
313296160187000,19558000,-0.10523033
313296179696000,19509000,0.029273033
313296199227000,19531000,0.20148945
313296218767000,19540000,-0.009959221
313296238321000,19554000,-0.08792114
313296257854000,19533000,0.044273376
313296277357000,19503000,0.061133385
313296296945000,19588000,0.02024746
313296316418000,19473000,0.13241768
313296335967000,19549000,0.14869785
313296355545000,19578000,0.1648426
313296375183000,19638000,0.046702385
313296394680000,19497000,0.04319477
313296414458000,19778000,-0.15219593
313296433793000,19335000,0.07354069
313296453562000,19769000,-0.045630455
313296472961000,19399000,-0.03067112
313296492522000,19561000,-0.16871548
313296511994000,19472000,0.019270897
313296531626000,19632000,-0.0794363
313296550938000,19312000,-0.15824032
313296570731000,19793000,-0.1595316
313296590039000,19308000,0.05083561
313296609886000,19847000,0.1281929
313296629141000,19255000,0.091537476
313296648962000,19821000,-0.1167593
313296668213000,19251000,0.03927517
313296687703000,19490000,0.099728584
313296707359000,19656000,0.045228004
313296726802000,19443000,-0.105288506
313296746439000,19637000,0.08855343
313296765880000,19441000,-0.120316505
