64435159671000,0,28.3125,12.625,-32.1875
64435159671000,-124719000,19.9375,19.75,-31.1875
64435159671000,-208788000,2.5,34.25,-30.9375
64435159671000,-192221000,2.25,34.0,-31.1875
64435159671000,-175107000,1.5625,34.25,-30.9375
64435159671000,-158293000,0.8125,34.5,-30.6875
64435159671000,-141542000,10.125,27.125,-30.4375
64435159671000,-278812000,1.0625,34.5,-31.1875
64435159671000,-262085000,1.3125,34.75,-30.6875
64435159671000,-245287000,1.5625,34.5,-31.1875
64435159671000,-228914000,2.25,34.25,-30.9375
64435159671000,-295582000,1.0625,34.75,-31.4375
64435159671000,-312494000,1.8125,34.75,-31.4375
64435159671000,-329245000,2.25,34.75,-31.6875
64435159671000,-345862000,1.8125,34.5,-31.4375
64435159671000,-362685000,1.5625,34.25,-31.1875
64435159671000,-379299000,0.8125,34.25,-30.6875
64435159671000,-396105000,0.0625,34.0,-30.4375
64435159671000,-412754000,0.5625,34.5,-30.0
64435159671000,-429488000,1.0625,34.5,-30.0
64435159671000,-446662000,1.3125,34.5,-30.25
64435159671000,-463978000,1.8125,34.5,-30.6875
64435159671000,-480746000,1.5625,34.5,-30.9375
64435159671000,-497435000,0.5625,34.5,-30.6875
64435159671000,-514200000,0.3125,34.5,-30.4375
64435159671000,-531050000,0.3125,34.75,-29.75
64435159671000,-547934000,0.3125,34.5,-30.25
64435159671000,-564470000,1.0625,34.5,-30.4375
64435159671000,-581136000,1.5625,34.75,-30.4375
64435159671000,-597980000,1.0625,34.75,-30.9375
64435159671000,-614636000,0.5625,34.5,-30.25
64435159671000,-631322000,0.5625,34.75,-30.0
64435159671000,-648072000,0.5625,34.75,-30.4375
64435159671000,-665140000,0.5625,34.5,-30.4375
64435159671000,-681718000,1.3125,34.5,-31.1875
64435159671000,-698396000,1.3125,34.5,-31.4375
64435159671000,-715200000,1.3125,34.5,-30.9375
64435159671000,-731928000,1.3125,35.0,-31.1875
64435159671000,-748610000,0.8125,35.0,-31.1875
64435159671000,-765397000,0.8125,35.0,-31.1875
64435159671000,-782273000,0.5625,34.75,-31.4375
64435159671000,-799073000,0.8125,34.25,-31.1875
64435159671000,-815744000,1.3125,34.5,-30.4375
64435159671000,-832634000,1.5625,34.5,-30.4375
64435159671000,-849358000,1.5625,34.5,-30.25
64435159671000,-866327000,2.0,34.75,-30.4375
64435159671000,-882979000,1.8125,34.5,-30.9375
64435159671000,-899563000,1.5625,34.5,-31.4375
64435159671000,-916362000,1.8125,33.8125,-31.4375
64435159671000,-933014000,1.0625,33.3125,-31.1875
64435159671000,-949896000,1.0625,33.3125,-31.1875
64435159671000,-966555000,1.0625,33.0625,-30.4375
