0.70625,0.16479167
0.67859375,0.17867708
0.625625,0.17867708
0.43140626,0.17867708
0.625625,0.17867708
0.6900558,0.17442653
0.7028643,0.17482382
0.6900558,0.17442653
0.6048861,0.15577117
0.63056505,0.15211964
0.6168252,0.15472104
0.6048861,0.15577117
0.47972706,0.15708256
0.5052087,0.15530849
0.49303576,0.15454718
0.47972706,0.15708256
0.5036223,0.16720071
0.5420759,0.1572608
0.5292187,0.16042073
0.51669526,0.16175869
0.5036223,0.16720071
0.5296322,0.16263841
0.54281676,0.15941355
0.5296322,0.16263841
0.48055223,0.17708863
0.5070854,0.17861937
0.49370432,0.17817223
0.48055223,0.17708863
0.47936353,0.15692471
0.5063249,0.1542494
0.492876,0.15445188
0.47936353,0.15692471
0.2683341,0.16486904
0.29506418,0.15704988
0.28137213,0.16134146
0.2683341,0.16486904
0.377004,0.1613174
0.41780293,0.15675898
0.40454298,0.1589298
0.39074492,0.160034
0.377004,0.1613174
0.28565633,0.19307832
0.31236282,0.18393695
0.29903695,0.18764819
0.28565633,0.19307832
0.2723585,0.19475016
0.31263202,0.1812764
0.29995418,0.18832138
0.2864056,0.19157496
0.2723585,0.19475016
0.18112193,0.1557763
0.20708053,0.15436935
0.19381677,0.15552953
0.18112193,0.1557763
0.19377272,0.16167842
0.20616062,0.15937613
0.19377272,0.16167842
0.18940821,0.18252674
0.18940821,0.18252674
0.18421875,0.17867708
0.201875,0.15513542
0.201875,0.15513542
0.19071373,0.15651025
0.19071373,0.15651025
0.201875,0.15513542
