starttime_asc,starttime,endtime,scaninfo.00:0C:42:68:DE:D3.signallevel,scaninfo.00:15:6D:65:17:B6.signallevel,scaninfo.00:15:6D:67:1D:F3.signallevel,scaninfo.00:19:5B:6C:BC:D9.signallevel,scaninfo.00:19:5B:6C:C0:25.signallevel,scaninfo.00:19:5B:6C:C0:2A.signallevel,scaninfo.00:19:5B:77:A5:EE.signallevel,scaninfo.00:19:5B:ED:BC:68.signallevel,scaninfo.00:1C:F0:CB:E9:21.signallevel,scaninfo.00:1C:F0:CB:E9:25.signallevel,scaninfo.00:1C:F0:CB:EC:14.signallevel,scaninfo.00:1C:F0:CB:EC:5B.signallevel,scaninfo.00:1C:F0:CB:EC:70.signallevel,scaninfo.00:1C:F0:CB:EC:89.signallevel,scaninfo.00:1C:F0:CB:EC:92.signallevel,scaninfo.00:1C:F0:CB:EC:95.signallevel,scaninfo.00:22:B0:42:7F:FB.signallevel
Sat Jan  8 10:43:56 2011,1294463636.46,1294463639.34,-83,,,,,,-81,,,,,,,,,-81,
Sat Jan  8 10:44:19 2011,1294463659.41,1294463662.29,-83,,,,,,-82,,,,,-78,-88,,,-80,
Sat Jan  8 10:44:42 2011,1294463682.35,1294463685.22,-83,-74,,,,,-82,,,,,-69,-85,-78,,-79,
Sat Jan  8 10:45:05 2011,1294463705.31,1294463708.18,,,,,,,-81,,,,,-74,,,-59,-78,
Sat Jan  8 10:45:28 2011,1294463728.25,1294463731.03,-83,,,,,,-80,,,,,,,,-53,-80,
Sat Jan  8 10:45:51 2011,1294463751.1,1294463753.97,-83,,,,,,-82,,,,,-69,,-76,,-80,
Sat Jan  8 10:46:34 2011,1294463794.1,1294463796.98,-83,,,,,,,,,,,-72,,,-54,-82,
Sat Jan  8 10:46:57 2011,1294463817.04,1294463819.92,-83,-73,,,,,,,,,,-67,,,-73,-82,
Sat Jan  8 10:47:19 2011,1294463839.99,1294463842.86,-82,-73,,,,,,,,,,-64,,-74,-54,-81,
Sat Jan  8 10:47:42 2011,1294463862.94,1294463865.71,-81,,,,,,,,,,,,,,,-81,
Sat Jan  8 10:48:05 2011,1294463885.78,1294463888.55,,,,,,,,,,,,-72,,,-68,,
Sat Jan  8 10:48:28 2011,1294463908.61,1294463911.39,-84,,,,,,-82,,,,,,,-75,,-81,
Sat Jan  8 10:48:51 2011,1294463931.47,1294463934.25,-83,-72,,,,,-83,,,,,,,,-57,-80,
Sat Jan  8 10:49:34 2011,1294463974.4,1294463977.17,-83,-74,,,,,,,,,,,,-72,-67,-81,
Sat Jan  8 10:49:57 2011,1294463997.23,1294464000.01,,-75,,,,,,,,,,-67,,,-66,-81,
Sat Jan  8 10:50:20 2011,1294464020.08,1294464023.05,-83,-72,,,,,,,,,,-66,,-68,-60,-82,
Sat Jan  8 10:50:43 2011,1294464043.12,1294464045.99,,-75,,,,,,,,,,-69,,,-63,-80,
Sat Jan  8 10:51:06 2011,1294464066.07,1294464068.95,-82,-73,,,,,,,,,,-67,,,-56,-80,
Sat Jan  8 10:51:29 2011,1294464089.02,1294464091.89,-83,-73,,,,,,,,,,,,,,-81,
Sat Jan  8 10:51:51 2011,1294464111.95,1294464114.83,,,,,,,,,,,,-68,,,,,
Sat Jan  8 10:52:14 2011,1294464134.9,1294464137.68,-83,,,,,,-81,,,,,-73,,-77,-60,-81,
Sat Jan  8 10:52:37 2011,1294464157.75,1294464160.53,,-77,,,,,,,,,,,,-79,-57,,
Sat Jan  8 10:53:00 2011,1294464180.6,1294464183.37,-85,-73,,,,,-82,,,,,-71,,-70,-53,-79,
Sat Jan  8 10:53:23 2011,1294464203.44,1294464206.22,-84,-73,,,,,-82,,,,,,,-72,,-81,
Sat Jan  8 10:53:46 2011,1294464226.3,1294464229.08,,-73,,,,,-81,,,,,-81,,,-53,-80,
Sat Jan  8 10:54:09 2011,1294464249.16,1294464254.86,-80,-73,,,,,-83,,,,,-68,,-73,-53,-82,
Sat Jan  8 10:54:34 2011,1294464274.95,1294464277.72,-84,,,,,,,,,,,-68,-84,,-62,-81,
Sat Jan  8 10:54:57 2011,1294464297.79,1294464300.56,-84,-74,,,,,-83,,,,,-72,,,,-81,
Sat Jan  8 10:55:20 2011,1294464320.62,1294464323.4,-83,-73,,,,,-82,,,,,-69,-84,-72,-54,-81,
Sat Jan  8 10:55:43 2011,1294464343.47,1294464346.24,-84,,,,,,-83,,,,,-77,,,-54,-80,
Sat Jan  8 10:56:06 2011,1294464366.3,1294464369.07,-84,-73,,,,,,,,,,,,,-53,-81,
Sat Jan  8 10:56:29 2011,1294464389.15,1294464392.02,,-73,,,,,,,,,,-68,,-75,-52,-82,
Sat Jan  8 10:56:52 2011,1294464412.09,1294464414.87,-83,-74,,,,,-83,,,,,-70,,,,,
Sat Jan  8 10:57:14 2011,1294464434.94,1294464437.81,-83,-76,,,,,-81,,,,,-67,,,-66,,
Sat Jan  8 10:57:37 2011,1294464457.88,1294464460.75,,-75,,,,,-83,,,,,-67,,-75,-61,-82,
Sat Jan  8 10:58:00 2011,1294464480.83,1294464483.61,-82,-76,,,,,,,,,,,,-76,-55,,
Sat Jan  8 10:58:23 2011,1294464503.7,1294464506.47,-82,-76,,,,,,,,,,-72,-85,-75,-57,,
Sat Jan  8 10:58:46 2011,1294464526.54,1294464529.32,,,,,,,,,,,,-70,,-70,-54,,
Sat Jan  8 10:59:09 2011,1294464549.39,1294464552.27,-82,,,,,,,,,,,-68,-85,,-60,-79,
Sat Jan  8 10:59:32 2011,1294464572.34,1294464575.21,-85,,,,,,,,,,,-70,,,-60,-81,
Sat Jan  8 10:59:55 2011,1294464595.28,1294464598.05,,-75,,,,,,,,,,-74,,-78,,,
Sat Jan  8 11:00:18 2011,1294464618.13,1294464620.91,-82,-76,,,,,-81,,,,,-70,,-72,,-80,
Sat Jan  8 11:00:40 2011,1294464640.97,1294464643.74,,,,,,,-81,,,,,,,,,-79,
Sat Jan  8 11:01:03 2011,1294464663.81,1294464666.68,-83,-75,,,,,-81,,,,,,,-79,-54,-81,
Sat Jan  8 11:01:26 2011,1294464686.77,1294464689.55,-84,-75,,,,,-83,,,,,,,-73,-54,-80,
Sat Jan  8 11:01:49 2011,1294464709.61,1294464712.49,,-75,,,,,-83,,,,,,,,,,
Sat Jan  8 11:02:32 2011,1294464752.65,1294464755.62,-83,,,,,,,,,,,-68,-84,,-60,-81,
Sat Jan  8 11:02:55 2011,1294464775.68,1294464778.45,-83,,,,,,,,,,,,-86,,,-81,
Sat Jan  8 11:03:18 2011,1294464798.52,1294464801.41,-83,-72,,,,,,,,,,-72,,,,-81,
Sat Jan  8 11:03:41 2011,1294464821.48,1294464824.25,,-74,,,,,,,,,,,,,-53,-80,
Sat Jan  8 11:04:04 2011,1294464844.32,1294464847.0,-83,,,,,,,,,,,,,-72,-57,,
Sat Jan  8 11:04:27 2011,1294464867.07,1294464869.95,,,,,,,,,,,,-68,,,-54,-79,
Sat Jan  8 11:04:50 2011,1294464890.03,1294464892.9,-84,,,,,,,,,,,-69,,,-54,-79,
Sat Jan  8 11:05:33 2011,1294464933.03,1294464935.91,-82,-73,,,,,-82,,,,,-68,,-74,-60,,
Sat Jan  8 11:05:55 2011,1294464955.98,1294464958.85,,-74,,,,,-83,,,,,-69,,-74,-56,-82,
Sat Jan  8 11:06:18 2011,1294464978.93,1294464981.71,-82,-73,,,,,,,,,,-73,,-77,-60,-81,
Sat Jan  8 11:06:41 2011,1294465001.78,1294465004.65,,-73,,,,,-82,,,,,-73,,,,-81,
Sat Jan  8 11:07:04 2011,1294465024.72,1294465027.5,-83,,,,,,,,,,,-69,,-74,,,
Sat Jan  8 11:07:27 2011,1294465047.56,1294465050.44,,,,,,,,,,,,-69,,-72,-54,,
Sat Jan  8 11:07:50 2011,1294465070.5,1294465073.38,-83,-73,,,,,-84,,,,,-69,,,-63,-81,
Sat Jan  8 11:08:33 2011,1294465113.53,1294465116.2,-83,,,,,,-82,,,,,-73,-85,-75,-53,-79,
Sat Jan  8 11:08:56 2011,1294465136.26,1294465139.14,-82,-72,,,,,-84,,,,,-68,,-74,-53,-79,
Sat Jan  8 11:09:19 2011,1294465159.21,1294465161.99,-82,-74,,,,,-81,,,,,-68,-84,-75,-62,-81,
Sat Jan  8 11:09:42 2011,1294465182.06,1294465184.93,,-73,,,,,,,,,,-70,,-74,-54,-81,
Sat Jan  8 11:10:04 2011,1294465204.99,1294465207.77,,-75,,,,,,,,,,-66,,-73,-54,,
Sat Jan  8 11:10:27 2011,1294465227.83,1294465230.6,-85,,,,,,,,,,,-68,,,-52,-83,
Sat Jan  8 11:10:50 2011,1294465250.65,1294465253.43,-84,,,,,,,,,,,-70,,,-74,-83,
Sat Jan  8 11:11:33 2011,1294465293.57,1294465296.35,-83,,,,,-84,,,,,,,,-77,-57,,
Sat Jan  8 11:11:56 2011,1294465316.44,1294465319.31,-84,,,,,,-82,,,,,-68,,,-54,-82,
Sat Jan  8 11:12:19 2011,1294465339.37,1294465342.14,-83,-73,,,,,,,,,,,,-74,-56,,
Sat Jan  8 11:12:42 2011,1294465362.22,1294465364.99,-84,-73,,,,,,,,,,,,,,-82,
Sat Jan  8 11:13:05 2011,1294465385.05,1294465387.83,,-74,,,,,,,,,,,,-72,-56,-82,
Sat Jan  8 11:13:27 2011,1294465407.9,1294465410.68,-84,-72,,,,,,,,,,-67,-86,-73,-53,-82,
Sat Jan  8 11:13:50 2011,1294465430.74,1294465433.62,,-72,,,,,,,,,,-69,,-72,,-80,
Sat Jan  8 11:14:33 2011,1294465473.76,1294465476.53,-83,,,,,,,,,,,,,,-57,-81,
Sat Jan  8 11:14:56 2011,1294465496.59,1294465499.47,-83,,,,,,,,,,,-76,-84,,-53,,
Sat Jan  8 11:15:19 2011,1294465519.53,1294465522.31,-84,,,,,,,,,,,-70,,,-61,-81,
Sat Jan  8 11:15:42 2011,1294465542.39,1294465545.16,-84,-73,,,,,,,,,,,,-74,-60,-82,
Sat Jan  8 11:16:05 2011,1294465565.22,1294465567.99,-84,,,,,,,,,,,-72,-85,-72,-60,-82,
Sat Jan  8 11:16:28 2011,1294465588.07,1294465590.95,-85,-74,,,,,,,,,,-75,,,,-81,
Sat Jan  8 11:16:51 2011,1294465611.02,1294465613.79,,-73,,,,,-83,,,,,-71,,,-54,,
Sat Jan  8 11:17:33 2011,1294465653.95,1294465656.72,,-76,,,,,,,,,,-70,,-75,-53,,
Sat Jan  8 11:17:56 2011,1294465676.78,1294465679.55,-85,,,,,,,,,,,-70,,-72,-67,-81,
Sat Jan  8 11:18:19 2011,1294465699.62,1294465702.39,-82,-74,,,,,-81,,,,,-66,,-72,-53,,
Sat Jan  8 11:18:42 2011,1294465722.46,1294465725.33,-83,,,,,,,,,,,-72,,-79,-60,-82,
Sat Jan  8 11:19:05 2011,1294465745.4,1294465748.26,,-75,,,,,,,,,,,,-73,,-81,
Sat Jan  8 11:19:28 2011,1294465768.33,1294465771.21,,-74,,,,,-79,,,,,-69,,-74,,-81,
Sat Jan  8 11:19:51 2011,1294465791.28,1294465794.06,-84,-74,,,,,,,,,,-71,,,-54,,
Sat Jan  8 11:20:34 2011,1294465834.19,1294465837.06,,-73,,,,,-82,,,,,,,,-54,-82,
Sat Jan  8 11:20:57 2011,1294465857.13,1294465859.9,-84,,,,,,-83,,,,,,,,,-82,
Sat Jan  8 11:21:19 2011,1294465879.96,1294465882.63,-82,-73,,,,,-84,,,,,-75,,-78,-69,-80,
Sat Jan  8 11:21:42 2011,1294465902.69,1294465905.56,-84,-76,,,,,-82,,,,,-78,,-73,,-79,
Sat Jan  8 11:22:05 2011,1294465925.65,1294465928.52,-85,,,,,,-84,,,,,-78,,-72,-54,-81,
Sat Jan  8 11:22:28 2011,1294465948.59,1294465951.27,-84,,,,,,-84,,,,,,,,-77,-80,
Sat Jan  8 11:22:51 2011,1294465971.34,1294465974.22,,,,,,,-83,,,,,-80,,,-68,-81,
Sat Jan  8 11:23:34 2011,1294466014.36,1294466017.14,,-73,,,,,-83,,,,,,,,,-82,
Sat Jan  8 11:23:57 2011,1294466037.2,1294466040.08,-83,,,,,,-83,,,,,,,-73,-63,-79,
Sat Jan  8 11:24:20 2011,1294466060.14,1294466062.92,-83,-73,,,,,-81,,,,,-75,,-69,-54,-80,
Sat Jan  8 11:24:42 2011,1294466083.0,1294466085.77,-83,,,,,,-84,,,,,-79,,-73,-55,-81,
Sat Jan  8 11:25:05 2011,1294466105.83,1294466108.61,,-74,,,,,-84,,,,,-76,,,,,
Sat Jan  8 11:25:28 2011,1294466128.67,1294466131.55,,,,,,,-82,,,,,-69,,,,-81,
Sat Jan  8 11:25:51 2011,1294466151.65,1294466154.42,,,,,,,-83,,,,,-69,,-72,-66,-80,
Sat Jan  8 11:26:34 2011,1294466194.58,1294466197.37,-84,,,,,,-83,,,,,-80,,,-57,-82,
Sat Jan  8 11:26:57 2011,1294466217.43,1294466220.21,-83,,,,,,-83,,,,,,,,-63,-81,
Sat Jan  8 11:27:20 2011,1294466240.29,1294466242.96,,-77,,,,,-82,,,,,-78,,,,-79,
Sat Jan  8 11:27:43 2011,1294466263.03,1294466265.9,-83,-73,,,,,-82,,,,,-68,,,-67,-78,
Sat Jan  8 11:28:05 2011,1294466285.98,1294466288.85,-82,,,,,,-83,,,,,-72,,-72,-67,-79,
Sat Jan  8 11:28:28 2011,1294466308.93,1294466311.81,-82,,,,,,-85,,,,,-69,,-72,,,
Sat Jan  8 11:28:51 2011,1294466331.89,1294466334.66,,,,,,,-84,,,,,-70,,-71,-57,-81,
Sat Jan  8 11:29:34 2011,1294466374.81,1294466377.68,-83,,,,,,-84,,,,,-68,-84,,,,
Sat Jan  8 11:29:57 2011,1294466397.75,1294466400.63,-84,,,,,,,,,,,,,-78,-73,,
Sat Jan  8 11:30:20 2011,1294466420.7,1294466423.57,-84,-73,,,,,,,,,,-72,,-73,-68,-82,
Sat Jan  8 11:30:43 2011,1294466443.64,1294466446.31,-84,-75,,,,,,,,,,,,-76,,-81,
Sat Jan  8 11:31:06 2011,1294466466.38,1294466469.16,-85,-75,,,,,,,,,,-67,,-71,-70,-81,
Sat Jan  8 11:31:29 2011,1294466489.23,1294466492.01,-84,,,,,,,,,,,,,,,,
Sat Jan  8 11:31:52 2011,1294466512.07,1294466514.95,-84,,,,,,-83,,,,,-69,,-72,-61,-80,
Sat Jan  8 11:32:15 2011,1294466535.0,1294466537.77,-83,-73,,,,,-82,,,,,-69,,-70,,-82,
Sat Jan  8 11:32:37 2011,1294466557.84,1294466560.72,,-73,,,,,-82,,,,,-74,,,-57,-81,
Sat Jan  8 11:33:00 2011,1294466580.79,1294466583.66,-83,-74,,,,,-83,,,,,-69,,-73,-57,-82,
Sat Jan  8 11:33:23 2011,1294466603.73,1294466606.6,-82,-75,,,,,-83,,,,,-75,-84,-75,-74,-81,
Sat Jan  8 11:33:46 2011,1294466626.67,1294466629.55,-84,-74,,,,,-83,,,,,-75,,,-58,-80,
Sat Jan  8 11:34:09 2011,1294466649.62,1294466652.5,-83,-72,,,,,-82,,,,,-69,,-73,-54,,
Sat Jan  8 11:34:32 2011,1294466672.57,1294466675.35,-83,-73,,,,,-84,,,,,-70,,-78,-63,-81,
Sat Jan  8 11:34:55 2011,1294466695.41,1294466698.29,-83,-73,,,,,-82,,,,,-71,,,-62,-79,
Sat Jan  8 11:35:18 2011,1294466718.36,1294466721.24,-81,-73,,,,,-84,,,,,,,-78,-54,-82,
Sat Jan  8 11:35:41 2011,1294466741.31,1294466744.18,-84,-76,,,,,-82,,,,,-67,,,,-81,
Sat Jan  8 11:36:04 2011,1294466764.25,1294466767.03,,,,,,,-82,,,,,,,-77,-55,,
Sat Jan  8 11:36:27 2011,1294466787.1,1294466789.87,-82,,,,,,-83,,,,,-68,,,-54,,
Sat Jan  8 11:36:49 2011,1294466809.93,1294466812.71,,,,,,,-83,,,,,-66,,-75,,-80,
Sat Jan  8 11:37:32 2011,1294466852.86,1294466855.54,-83,,,,,,-85,,,,,-67,,,,-79,
Sat Jan  8 11:37:55 2011,1294466875.62,1294466878.5,-83,,,,,,-82,,,,,-74,,,-54,-81,
Sat Jan  8 11:38:18 2011,1294466898.57,1294466901.35,-83,,,,,,-81,,,,,-69,-85,-74,-67,-80,
Sat Jan  8 11:38:41 2011,1294466921.42,1294466924.29,,,,,,,-83,,,,,-66,,-74,,-80,
Sat Jan  8 11:39:04 2011,1294466944.35,1294466947.12,-86,,,,,,-82,,,,,-75,,,-55,-82,
Sat Jan  8 11:39:27 2011,1294466967.2,1294466970.08,,-75,,,,,-82,,,,,-66,,-75,-54,-80,
Sat Jan  8 11:39:50 2011,1294466990.13,1294466992.91,,-76,,,,,-83,,,,,-74,,,-69,,
Sat Jan  8 11:40:33 2011,1294467033.04,1294467035.91,,-76,,,,,-83,,,,,,,,-67,-80,
Sat Jan  8 11:40:55 2011,1294467055.98,1294467058.85,,-73,,,,,-83,,,,,,-85,,-68,,
Sat Jan  8 11:41:18 2011,1294467078.92,1294467081.7,,,,,,,-83,,,,,,-84,-77,-57,-80,
Sat Jan  8 11:41:41 2011,1294467101.77,1294467104.64,,-76,,,,,-81,,,,,-74,,-79,,-79,
Sat Jan  8 11:42:04 2011,1294467124.71,1294467127.49,,,,,,,-81,,,,,-69,,,-69,,
Sat Jan  8 11:42:27 2011,1294467147.56,1294467150.34,,-75,,,,,-83,,,,,-68,,,-76,,
Sat Jan  8 11:42:50 2011,1294467170.4,1294467173.17,,,,,,,-82,,,,,-69,,,-62,,
Sat Jan  8 11:43:33 2011,1294467213.3,1294467216.08,,,,,,,-82,,,,,-67,,,-62,-78,
Sat Jan  8 11:43:56 2011,1294467236.15,1294467239.02,,,,,,,-83,,,,,-70,,,,-80,
Sat Jan  8 11:44:19 2011,1294467259.1,1294467261.87,,-73,,,,,-83,,,,,-68,,,-76,-80,
Sat Jan  8 11:44:41 2011,1294467281.93,1294467284.81,,,,,,,-83,,,,,-69,,-75,-62,-80,
Sat Jan  8 11:45:04 2011,1294467304.87,1294467307.74,,,,,,,-82,,,,,-69,,-75,,-78,
Sat Jan  8 11:45:27 2011,1294467327.81,1294467330.58,,,,,,,-82,,,,,-67,,-74,,,
Sat Jan  8 11:45:50 2011,1294467350.64,1294467353.42,,,,,,,-83,,,,,,,-68,-54,-80,
Sat Jan  8 11:46:33 2011,1294467393.55,1294467396.42,,-76,,,,,,,,,,-70,,,,,
Sat Jan  8 11:46:56 2011,1294467416.48,1294467419.37,-82,,,,,,-81,,,,,-71,,,,,
Sat Jan  8 11:47:19 2011,1294467439.43,1294467442.31,-84,-74,,,,,-84,,,,,-70,,,-63,-80,
Sat Jan  8 11:47:42 2011,1294467462.38,1294467465.25,-81,,,,,,,,,,,-71,,,,,
Sat Jan  8 11:48:05 2011,1294467485.32,1294467488.1,-83,-73,,,,,-80,,,,,-67,,-76,,-80,
Sat Jan  8 11:48:28 2011,1294467508.17,1294467511.04,,-73,,,,,-80,,,,,-72,-83,,-54,-79,
Sat Jan  8 11:48:51 2011,1294467531.11,1294467533.88,,-74,,,,,-84,,,,,-78,,-75,,-82,
Sat Jan  8 11:49:34 2011,1294467574.02,1294467576.89,-82,-78,,,,,-81,,,,,,,,,-81,
Sat Jan  8 11:49:56 2011,1294467596.96,1294467599.74,-83,,,,,,,,,,,-75,,-74,,-82,
Sat Jan  8 11:50:19 2011,1294467619.81,1294467622.59,-82,,,,,,-84,,,,,-69,-87,-64,-70,-79,
Sat Jan  8 11:50:42 2011,1294467642.65,1294467645.52,-82,-81,,,,,,,,,,,,,,-81,
Sat Jan  8 11:51:05 2011,1294467665.6,1294467668.48,-82,,,,,,,,,,,,,-71,,-80,
Sat Jan  8 11:51:28 2011,1294467688.55,1294467691.43,-82,,,,,,,,,,,-82,,-69,,-79,
Sat Jan  8 11:51:51 2011,1294467711.51,1294467714.38,-84,,,,,,-83,,,,,,,-62,,-79,
Sat Jan  8 11:52:34 2011,1294467754.51,1294467757.39,,,,,,,,,,,,-68,,-73,,,
Sat Jan  8 11:52:57 2011,1294467777.46,1294467780.34,,-76,,,,,-81,,,,,,,-74,-55,,
Sat Jan  8 11:53:20 2011,1294467800.42,1294467803.29,-81,-73,,,,,-82,,,,,-68,-84,-76,-60,,
Sat Jan  8 11:53:43 2011,1294467823.37,1294467826.24,,-73,,,,,-83,,,,,,-85,,-67,-81,
Sat Jan  8 11:54:06 2011,1294467846.32,1294467849.19,-82,,,,,,,,,,,-68,,,-60,,
Sat Jan  8 11:54:29 2011,1294467869.28,1294467872.15,,-74,,,,,-82,,,,,,,,-61,-78,
Sat Jan  8 11:54:52 2011,1294467892.23,1294467895.0,,,,,,,-83,,,,,-67,,,,,
Sat Jan  8 11:55:15 2011,1294467915.06,1294467917.94,-81,-74,,,,,-82,,,,,-75,,-79,-57,-80,
Sat Jan  8 11:55:38 2011,1294467938.01,1294467940.88,,,,,,,-79,,,,,-66,,-74,-75,-78,
Sat Jan  8 11:56:00 2011,1294467960.96,1294467963.74,,-75,,,,,-81,,,,,,,,-66,,
Sat Jan  8 11:56:23 2011,1294467983.81,1294467986.68,,-73,,,,,-80,,,,,-67,,-74,-59,,
Sat Jan  8 11:56:46 2011,1294468006.76,1294468009.53,-82,-74,,,,,,,,,,-75,,,,-80,
Sat Jan  8 11:57:09 2011,1294468029.6,1294468032.37,,-75,,,,,,,,,,-68,,-74,-69,-82,
Sat Jan  8 11:57:32 2011,1294468052.44,1294468055.21,-82,-74,,,,,,,,,,-69,,-78,-74,,
Sat Jan  8 11:57:55 2011,1294468075.28,1294468078.16,,,,,,,-83,,,,,-68,,,,,
Sat Jan  8 11:58:18 2011,1294468098.24,1294468101.02,,-73,,,,,-84,,,,,-70,,-72,-69,-82,
Sat Jan  8 11:58:41 2011,1294468121.08,1294468123.86,-79,,,,,,-79,,,,,-70,,-72,,,
Sat Jan  8 11:59:03 2011,1294468143.94,1294468146.82,,,,,,,-82,,,,,-75,,-73,-57,-80,
Sat Jan  8 11:59:26 2011,1294468166.89,1294468169.66,,,,,,,-81,,,,,-69,,-78,-54,,
Sat Jan  8 11:59:49 2011,1294468189.74,1294468192.61,,-75,,,,,-80,,,,,-69,,-72,-54,-79,
Sat Jan  8 12:00:32 2011,1294468232.74,1294468235.62,-81,,,,,,,,,,,-70,,-75,,,
Sat Jan  8 12:00:55 2011,1294468255.68,1294468258.46,-84,-73,,,,,-82,,,,,,,-73,-61,,
Sat Jan  8 12:01:18 2011,1294468278.53,1294468281.41,,,,,,,-79,,,,,-68,,-76,-58,-81,
Sat Jan  8 12:01:41 2011,1294468301.49,1294468304.37,-81,,,,,,,,,,,-68,,,,,
Sat Jan  8 12:02:04 2011,1294468324.43,1294468327.31,,,,,,,,,,,,-64,,,-56,,
Sat Jan  8 12:02:27 2011,1294468347.36,1294468350.24,,-76,,,,,,,,,,-63,-84,-69,-63,-79,
Sat Jan  8 12:02:50 2011,1294468370.3,1294468373.07,-82,-77,,,,,-86,,,,,-69,,-73,,-80,
Sat Jan  8 12:03:33 2011,1294468413.2,1294468416.08,,,,,,,-84,,,,,-69,,-75,,,
Sat Jan  8 12:03:56 2011,1294468436.16,1294468439.04,,,,,,,-82,,,,,-69,-83,-74,,,
Sat Jan  8 12:04:19 2011,1294468459.1,1294468461.87,,-73,,,,,-84,,,,,-69,-83,-74,-65,,
Sat Jan  8 12:04:41 2011,1294468481.93,1294468484.81,,-75,,,,,-83,,,,,-75,,-73,-63,-81,
Sat Jan  8 12:05:04 2011,1294468504.89,1294468507.76,,-75,,,,,,,,,,-69,,,-57,,
Sat Jan  8 12:05:27 2011,1294468527.83,1294468530.6,,-73,,,,,,,,,,-75,,-73,,,
Sat Jan  8 12:05:50 2011,1294468550.67,1294468553.44,,-73,,,,,,,,,,-70,,,,,
Sat Jan  8 12:06:33 2011,1294468593.6,1294468596.47,-83,,,,,,-82,,,,,-68,,-78,-67,-79,
Sat Jan  8 12:06:56 2011,1294468616.54,1294468619.42,-79,,,,,,-82,,,,,-73,,-72,-56,,
Sat Jan  8 12:07:19 2011,1294468639.48,1294468642.26,,,,,,,-81,,,,,-73,,-74,-54,-81,
Sat Jan  8 12:07:42 2011,1294468662.32,1294468665.09,,,,,,,-83,,,,,,,,,-80,
Sat Jan  8 12:08:05 2011,1294468685.16,1294468688.03,-83,,,,,,-82,,,,,-69,,,,-81,
Sat Jan  8 12:08:28 2011,1294468708.1,1294468710.97,-82,,,,,,-83,,,,,,,-78,-66,,
Sat Jan  8 12:08:51 2011,1294468731.06,1294468733.84,-82,,,,,,-80,,,,,,,-73,-59,,
Sat Jan  8 12:09:33 2011,1294468773.97,1294468776.85,-83,-75,,,,,,,,,,-72,,-79,,-78,
Sat Jan  8 12:09:56 2011,1294468796.92,1294468799.8,-84,-74,,,,,-82,,,,,-78,,,,,
Sat Jan  8 12:10:19 2011,1294468819.88,1294468822.76,,,,,,,-83,,,,,,,-76,-57,,
Sat Jan  8 12:10:42 2011,1294468842.83,1294468845.68,-83,,,,,,,,,,,-76,,,-58,-80,
Sat Jan  8 12:11:05 2011,1294468865.76,1294468868.54,-82,,,,,,-83,,,,,-72,,,-69,-80,
Sat Jan  8 12:11:28 2011,1294468888.6,1294468891.47,,-81,,,,,-82,,,,,,,-70,-58,-82,
Sat Jan  8 12:11:51 2011,1294468911.54,1294468914.41,-83,,,,,,,,,,,,,-74,,-78,
Sat Jan  8 12:12:34 2011,1294468954.56,1294468957.44,-82,,,,,,,,,,,,,-75,,,
Sat Jan  8 12:12:57 2011,1294468977.5,1294468980.38,,-75,,,,,-82,,,,,-72,,-74,,,
Sat Jan  8 12:13:20 2011,1294469000.43,1294469003.31,-84,-73,,,,,-82,,,,,-70,,,-63,,
Sat Jan  8 12:13:43 2011,1294469023.38,1294469026.16,-83,,,,,,,,,,,,,-75,-66,-82,
Sat Jan  8 12:14:06 2011,1294469046.23,1294469049.11,,,,,,,,,,,,,-85,-72,-53,-80,
Sat Jan  8 12:14:29 2011,1294469069.18,1294469072.06,-84,-76,,,,,-84,,,,,,,-76,-74,-82,
Sat Jan  8 12:14:52 2011,1294469092.12,1294469095.09,-82,,,,,,-81,,,,,-65,-83,,-60,,
Sat Jan  8 12:15:15 2011,1294469115.17,1294469118.05,-82,-74,,,,,-80,,,,,-79,-84,,-53,-82,
Sat Jan  8 12:15:38 2011,1294469138.12,1294469141.09,-83,,,,,,-82,,,,,-69,,,-68,-79,
Sat Jan  8 12:16:01 2011,1294469161.17,1294469163.95,,,,,,,-82,,,,,-68,,-74,,-80,
Sat Jan  8 12:16:24 2011,1294469184.02,1294469186.9,-84,,,,-83,,-81,,,,,-64,,-75,-54,-79,
Sat Jan  8 12:16:46 2011,1294469206.97,1294469209.74,,-75,,,,,-82,,,,,-68,,-75,,,
Sat Jan  8 12:17:09 2011,1294469229.81,1294469232.69,-82,,,,,,-82,,,,,-72,,,-56,-79,
Sat Jan  8 12:17:32 2011,1294469252.75,1294469255.62,-81,,,,,,,,,,,-72,,-73,-63,,
Sat Jan  8 12:17:55 2011,1294469275.69,1294469278.57,,,,,,,,,,,,-72,,-76,,-81,
Sat Jan  8 12:18:18 2011,1294469298.63,1294469301.5,,-75,,,,,-82,,,,,-70,,-75,-55,-81,
Sat Jan  8 12:18:41 2011,1294469321.57,1294469324.54,-81,,,,,,-81,,,,,-71,,,-63,-79,
Sat Jan  8 12:19:04 2011,1294469344.62,1294469347.49,-83,,,,,,-82,,,,,-79,,-75,-63,,
Sat Jan  8 12:19:27 2011,1294469367.56,1294469370.34,-83,,,,,,-82,,,,,-70,,,,-80,
Sat Jan  8 12:19:50 2011,1294469390.41,1294469393.28,,,,,,,-84,,,,,,-85,,-63,-81,
Sat Jan  8 12:20:33 2011,1294469433.41,1294469436.28,-83,,,,,,,,,,,-71,,,-68,,
