0.70625,0.16479167
0.69533867,0.16211592
0.68361443,0.16118877
0.6707724,0.1613052
0.6586379,0.16162221
0.6461395,0.16390842
0.6337092,0.1649185
0.6207006,0.16371706
0.6076272,0.16461028
0.594647,0.1669161
0.5823356,0.16855685
0.56872284,0.17030317
0.55598783,0.17385538
0.54345834,0.17877018
0.5310815,0.18245512
0.5184266,0.18495147
0.5050772,0.1851528
0.49149403,0.185307
0.47809398,0.18617594
0.46549731,0.18746689
0.45332173,0.18952791
0.43999696,0.19404891
0.42760304,0.19722718
0.4143168,0.20140536
0.4008929,0.20200771
0.3868308,0.20379832
0.37291417,0.20502494
0.35907322,0.20756572
0.34616596,0.2085033
0.33241025,0.21045794
0.31900787,0.21424243
0.30539,0.21851125
0.29130277,0.22324662
0.27789178,0.2239759
0.26428455,0.22328609
0.25031403,0.22480795
0.23703526,0.22500245
0.223568,0.23074795
0.21025413,0.23662303
0.19954646,0.23938286
