35771635639000,-1321925047000,2.2566757,0.01074195,-0.044156794
35771671080000,-1321887228000,1.6770865,-0.51164967,0.052844957
35771635639000,-1321908309000,1.349423,-0.51164967,0.052844957
35771671080000,-1321867637000,1.3495417,-0.51159006,0.0529188
35771635639000,-1321891731000,1.020575,-0.51159006,0.0529188
35771671080000,-1321848117000,1.0206084,-0.511574,0.052942403
35771635639000,-1321874949000,0.76081663,-0.511574,0.052942403
35771671080000,-1321828768000,0.76082057,-0.51157194,0.052945863
35771635639000,-1322009170000,1.6860802,-0.51157194,0.052945863
35771671080000,-1321965726000,1.6840891,-0.5129177,0.052125815
35771635639000,-1321992121000,1.6802623,-0.5129177,0.052125815
35771671080000,-1321945932000,1.6809537,-0.512422,0.052298985
35771635639000,-1321975333000,1.6953117,-0.512422,0.052298985
35771671080000,-1321926353000,1.6958553,-0.5120461,0.05250516
35771635639000,-1321958488000,1.688939,-0.5120461,0.05250516
35771671080000,-1321906841000,1.6893332,-0.5117922,0.05270155
35771635639000,-1321941817000,1.6736311,-0.5117922,0.05270155
35771671080000,-1322043789000,1.6684556,-0.51559937,0.051922992
35771635639000,-1322075929000,1.6839739,-0.51559937,0.051922992
35771671080000,-1322024175000,1.6848711,-0.5148805,0.051927138
35771635639000,-1322059055000,1.6771272,-0.5148805,0.051927138
35771635639000,-1322042531000,1.6631128,-0.5148805,0.051927138
35771671080000,-1322004716000,1.664032,-0.5141743,0.05194587
35771635639000,-1322025797000,1.6679333,-0.5141743,0.05194587
35771671080000,-1321985059000,1.6688112,-0.51350856,0.052007034
35771635639000,-1322159470000,1.6866237,-0.51350856,0.052007034
35771671080000,-1322122087000,1.6804044,-0.51825356,0.051294614
35771635639000,-1322142709000,1.6624167,-0.51825356,0.051294614
35771671080000,-1322102514000,1.663297,-0.51765037,0.051615205
35771635639000,-1322126003000,1.6690288,-0.51765037,0.051615205
35771671080000,-1322082979000,1.6699302,-0.51699686,0.051805105
35771635639000,-1322109482000,1.672753,-0.51699686,0.051805105
35771671080000,-1322063323000,1.6736423,-0.5163089,0.051895775
35771635639000,-1322095096000,1.6762233,-0.5163089,0.051895775
35771671080000,-1322141674000,1.6727927,-0.51878726,0.050821174
35771635639000,-1322176255000,1.6795553,-0.51878726,0.050821174
35771635639000,-1322193337000,1.687287,-0.51878726,0.050821174
35771671080000,-1322161215000,1.686499,-0.51923347,0.050183754
35771635639000,-1322210126000,1.6821105,-0.51923347,0.050183754
35771671080000,-1322180877000,1.6813706,-0.51957834,0.04937497
35771635639000,-1322227259000,1.6741849,-0.51957834,0.04937497
35771671080000,-1322200426000,1.6735129,-0.5198155,0.04840236
35771635639000,-1322243891000,1.6711733,-0.5198155,0.04840236
35771671080000,-1322219968000,1.6705809,-0.5199427,0.047283623
35771635639000,-1322260750000,1.6683514,-0.5199427,0.047283623
35771671080000,-1322239473000,1.6678454,-0.5199606,0.046048757
35771635639000,-1322277782000,1.6733438,-0.5199606,0.046048757
35771635639000,-1322294317000,1.676185,-0.5199606,0.046048757
35771671080000,-1322259347000,1.6757889,-0.5198685,0.044718612
35771635639000,-1322311201000,1.6842046,-0.5198685,0.044718612
35771671080000,-1322278638000,1.6839273,-0.51967824,0.04333102
35771635639000,-1322328487000,1.6800207,-0.51967824,0.04333102
35771671080000,-1322298242000,1.6798444,-0.5193923,0.041896317
35771635639000,-1322345374000,1.6754407,-0.5193923,0.041896317
35771671080000,-1322317889000,1.6753575,-0.5190213,0.040436078
35771635639000,-1322362518000,1.6797684,-0.5190213,0.040436078
35771671080000,-1322337374000,1.6797802,-0.5185843,0.038980268
35771635639000,-1322379272000,1.6851902,-0.5185843,0.038980268
35771671080000,-1322356948000,1.685285,-0.5181062,0.037554044
35771635639000,-1322396057000,1.6860586,-0.5181062,0.037554044
35771671080000,-1322376474000,1.6861992,-0.51761687,0.036184143
