0.70625,0.16479167
0.6960256,0.17141941
0.6854342,0.17724869
0.6757211,0.18527055
0.66453266,0.19580135
0.6536705,0.20460108
0.6410202,0.21309112
0.6292529,0.22087528
0.61777216,0.22973533
0.6064314,0.23918185
0.5940262,0.2490287
0.58173615,0.2567461
0.5709526,0.26839963
0.5619138,0.28146133
0.55303144,0.29638496
0.5428282,0.30784258
0.529636,0.31505537
0.5180286,0.32351637
0.506181,0.332938
0.49374875,0.3410513
0.48151088,0.34864423
0.4705145,0.36048856
0.46089783,0.3732339
0.45176375,0.38673073
0.44527918,0.40343687
0.4351909,0.41581753
0.42665365,0.43071714
0.41704977,0.44357005
0.40796518,0.45766252
0.39872435,0.470646
0.38946447,0.48375693
0.37939554,0.49671602
0.3712686,0.5110486
0.3616716,0.52401793
0.35190585,0.5355836
0.3388089,0.5434524
0.3291335,0.55523837
0.317877,0.564969
0.3079621,0.5769206
0.29833096,0.5915243
0.29108104,0.6037681
0.28228888,0.6116619
